Group,Country,Shipper Name,Shipper Address,Location Index,Name Confidence,Address Confidence,Overall Similarity,False Positive
51.0,KR,815 HEALTHYANDBEAUTIFUL CO LTD,7827 SEODUMULGIL POSEUNGEUP PY EONGTAEKSI GYEONGGIDO KOREA 1781 ,53,100.0,65.54621848739495,85.02009499451955,No
51.0,KR,815HEALTHY AND BEAUTIFUL CO LTD,78-27 SEODUNMUL-GIL POSEUNG- EUP PYEONGTAEK-SI GYEONGGI- DO REPUDLIC OF KOREA ,53,100.0,65.54621848739495,85.02009499451955,No
52.0,JM,8789509 CANADA INC,32 JONATHAN GATE THORNHILL ON L4J 5K3 CANADA ATTN: ALLEN SUN TELL:6479663186 EMAIL: T-E-METAL2013@HOTMAIL COM ,54,100.0,97.53086419753086,98.92646269457865,No
52.0,JM,8789509 CANADA INC,32 JONATHAN GATE THORNHILLON L4J 5K3 CANADA ATTN: ALLEN SUN TELL:6479663186 EMAIL: T-E-METAL2013@HOTMAIL COM ,54,100.0,97.53086419753086,98.92646269457865,No
,NL,8BBA POMPEN & BUIZEN B V, ZUTPHENSESTRAAT 246 APELDOORN 7325 WV NL ,-1,,,,
,HK,8BPLUS LIMITED, 70 MORRISON HILL ROAD WAN CHAI HK ,-1,,,,
,DE,8DEVICES UAB,ANTAKALNIO 17 3 02580277E8 ,-1,,,,
,CN,8LG ELECTRONICS TIANJIN APPLIANCES CO LTD, XING DIAN ROAD BEI CHEN DIS T TIANJIN CHINA ,-1,,,,
,NL,8PE FABRYKA VIKON LUX,58009 CHERNIVTSI SICHOVYKH STRILTSIV STREET 34B UKRAINE,-1,,,,
,IN,9 HANDS,16/143 GEETA COLONY ,-1,,,,
53.0,SG,9 STAR APPARELS INDUSTRIES LTD,PLOT# 56 VATULIA HOUSE # 116 NURANI MADRASA ROAD # 05 TURAG DHAKA-1230 BANGLADESH ,55,100.0,83.47826086956522,92.81663516068053,No
53.0,SG,9 STAR APPARELS INDUSTRIES LTD,PLOT # 56 VATULIA HOUSE # 116 NURANI MADRASA ROAD# 05 TURAG DHBD ,55,100.0,83.47826086956522,92.81663516068053,No
,IT,900 PROJECT SRL, VIA CAMPOROSOLO N 198 SAN BONIFACIO 37047 IT ,-1,,,,
,CN,91440101MA5AL8933J GUANGZHOU QIAOBAYOUCHUANG TECHNOLOGY CO LTD, NO : 102 BUILDING 4 XIANGYUN XIN STREET 89 BAIYUN ,-1,,,,
,CA,9164 4203 QUEBEC INC,DEVA PAPER 500 RUE LEGER RIVIERE-BEAUDETTE QC J0P 1R0 CANADA ,-1,,,,
,AF,9250611759, ,-1,,,,
,CA,9321 7073 QUEBEC INC,5086 FRANCOIS CUSSON CANADA H4C 3K4 ,-1,,,,
,CA,9346 5797 QUEBEC INC,2212 AVENUE WILSON ,-1,,,,
,CA,9364 4649 QUEBEC INC,3490 BOUL DE CHENONCEAU LAVAL QC H7T 3B6 CANADA ,-1,,,,
,CA,9406 9184 QUEBEC INC,ENSEIGNES 3152 RUE JOSEPH MONIER TERREBONNE QC J6X 4R1 DEALER REGISTRATION NO 2108677-1 ,-1,,,,
54.0,DE,950TH TRANSPORTATION COMPANY SDD,D-27580 BREMERHAVEN GERMANY UNIT 22419 APO AE 09096-2419 PHONE: 49 0 4718918032 ,56,98.30508474576271,100.0,99.04200442151807,No
54.0,DE,950TH TRANSPORTATION COMPANY SDD,D-27580 BREMERHAVEN GERMANY UNIT 22419 APO AE 09096-2419 PHONE: 49 0 4718918032 / FAX: 49 ,56,98.30508474576271,94.44444444444444,96.62654548431999,No
54.0,DE,950TH TRANSPORTATION COMPANY SDDC,D-27580 BREMERHAVEN GERMANY UNIT 22419 APO AE 09096-2419 PHONE: 49 0 4718918032 ,56,98.30508474576271,94.44444444444444,96.62654548431999,No
,CA,9937510 CANADA CORP, 44 FASKEN DRIVE UNIT 18 & 19 ,-1,,,,
,JP,9999 3110001014191 SANKA CO LTD, 2153-5 TSUKANOME SANJO-CITY NIIGATAJAPAN 955-0055 ,-1,,,,
55.0,IN,A & A LABELS,468 & 469 UDYOG VIHAR PHASE-V ,57,100.0,84.0,93.04347826086958,No
55.0,IN,A & A LABELS,468-469 UDYOG VIHAR PHASE-5 GURGAON ,57,100.0,84.0,93.04347826086958,No
,GR,A & CH IFANTIS S A,FOOD INDUSTRY 4 SENEKA STR 15TH KLM NAT ROAD ATHENA-LAMIAP O BOX 51087-145 10 K IFISSIA GR ,-1,,,,
,CN,A & D HOLDINGS LIMITED, ROOM 801 HANLEY HOUSE 776-778 NATHAN ROAD ,-1,,,,
,TW,A & D JASMINE INTERNATIONAL CO LTD, 602 JIAOSU RD KAOHSIUNG CITY YANCHAO DISTRICT 824 TW ,-1,,,,
,DE,A & E KELLER GMBH & CO,KG NIEDEREIMERFELD 10 ,58,95.65217391304348,82.6086956521739,89.98109640831758,No
,HK,A & E RISING TECHNOLOGIES LTD,UNIT 01-03 66/F THE CENTER 99 QUEENS ROAD CENTRAL ,59,100.0,78.87323943661973,90.8144519289651,No
,HK,A & E RISING TECHNOLOGIES LTD,66/F THE CENTER 99 QUEEN S ROAD CENTRAL HONG KONG HONG KONG ISLAND HK ,59,100.0,78.87323943661973,90.8144519289651,No
,DE,A & F GROSSERIEN GMBH JOHN SKILTON, STR 22 ,-1,,,,
56.0,CN,A & I INDUSTRIES LTD,KARON INC O/B A & I INDUSTRIES LTD SHUNDE FOSHAN FUAN INDUSTRY PARK LELIU TOWN SHUNDE DISTRICT,60,100.0,59.79381443298969,82.51904975347378,No
56.0,VN,A & I INDUSTRIES LTD,KARON INC O/B A & I INDUSTRIES LTD SHUNDE FOSHAN,60,100.0,59.79381443298969,82.51904975347378,No
57.0,PK,A & J APPAREL,LA-6/A BLOCL 22 F B INDUSTRIAL AREA KARACHI PAKISTAN ,61,84.21052631578947,97.43589743589743,89.96068767235816,No
57.0,PK,A & J APPAREL PVT LTD, LA-6/A BLOCK - 22 F B INDUSTRIAL AREA KARACHI - PAKISTAN ,61,84.21052631578947,97.43589743589743,89.96068767235816,No
,VN,A & J VIETNAM CO LTD, LOT NO 47-1 0 N16 STREET PHUOC DONG IP GO DAU TAY NINH VN ,62,100.0,59.34065934065934,82.32202580028667,No
,CN,A & L ENTERPRISES, RM 11 11/FL YUEN LONG TRADING CE NTRE 33 WANG YIP STREET WEST YUEN LONG HONGKONG CN ,-1,,,,
58.0,CN,A & L GLOBAL TRADE CO LTD,UNIT 2505 25/F THE SUNS GROUP CEN TRE NO 200 GLOUCESTER ROAD WANCHA I HONG KONG 999077 ,63,95.65217391304348,83.80952380952381,90.50319560716538,No
58.0,CN,A & L GLOBAL TRADE CO LTD, UNIT 2505 25/F THE SUN&APOS;S GRO UP CENTRE NO 200 GLOUCESTER ROAD W ANCHAI HONG KONG 999077 ,63,95.65217391304348,70.9090909090909,84.89431173741194,No
,CN,A & O GLOBAL LIMITED, 18TH FLOOR TUNG WAI COMMERCIAL BUI LDING GLOUCESTER ROAD WANCHAI ,-1,,,,
,GR,A & S CHAVELAS G P,KOUTSELIO IOANNINA 45500 GR ,-1,,,,
,IT,A & T EUROPE S P A,VIA SOLFERINO 27 C P 7 46043 CASTIGLIONE D/S MN ITALY ,64,75.0,76.31578947368422,75.5720823798627,No
,IT,A & T EUROPE SPA,VIA SOLFERINO 27 ,64,82.35294117647058,59.57446808510638,72.44925722370354,No
,NI,A & T NICARAGUA S A,COYOTEPE 800 MTS HACIA TIPITAP ZONA FRANCA SAN GABRIEL MASAYA NI DRIVAS@CSHAPE COM DRIVAS@CSHAPE CO ,-1,,,,
,CN,A & U GROUP,LIMITED BLOCK C 23/F LOCKHART ROAD 315-3 21 LOCKHART ROAD WAN CHAI HONG KO NG ,65,100.0,100.0,100.00000000000001,No
,JP,A &L NORTH AMERICA INC5,NIPPON A AND L INC ON BEHALF OF A &L NORTH AMERICA INC5-33 KITAHAMA 4-CHOME CHUO-KU,-1,,,,
,CN,A 1 INDUSTRIES LTD,LIAOWU VILLAGE SHUIBEI AREA SHIPAI TOWN DONGGUAN CITY GUANGDONG PROVINCE CHINA ,-1,,,,
,IN,A 2 Z FILTRATION SPECIALITIES PRIVA TE LIMITED, 33 D - 1 INFOCITY SECTOR GURGAON HARYANA 121001 IN ,66,75.0,69.44444444444444,72.58454106280195,No
59.0,IN,A A CANVAS COMPANY, 177-A AZAD MARKET DELHI-110006 INDIA ,67,100.0,86.79245283018868,94.25758818703856,No
59.0,IN,A A CANVAS COMPANY, 177 A AZAD MARKET DELHI 110006 INDIA DELHI110006 IN ,67,100.0,86.79245283018868,94.25758818703856,No
60.0,PK,A A ENTERPRISES, FIRST FLOOR DP-5 SECTOR 12/D NORTH KARACHI INDUSTRIAL AREA PAKISTAN ,68,100.0,88.46153846153845,94.98327759197325,No
60.0,PK,A A ENTERPRISES, FIRST FLOOR DP-5 SECTOR 12-D NORTH KARACHI INDUSTRIAL AREA KARACHI PAKISTAN KARACHI PK PK ,68,100.0,80.99173553719008,91.73553719008265,No
60.0,PK,A A ENTERPRISES, FIRST FLOOR DP-5 SECTOR 12-D NORTH KARACHI INDUSTRIAL AREA KHI ,68,100.0,80.99173553719008,91.73553719008265,No
,CN,A A FOOTWEAR CO LTD, NEWVILLAGE 168 GUANGHUI ROAD LUWU INDUSTRIAL DISTRICT WANJIANG SHENZHEN SHENZHEN CHINA 523039 ,-1,,,,
,IT,A A M S R L, P LE GUERRINO MALETTI 1 ,-1,,,,
61.0,JP,A A N JAPAN CO LTD, 263-2 ROPPOGAOKA YOTSUKAIDO-SHI C HIBA 284-0008 JAPAN TEL:043-312-2496 ,69,76.92307692307692,80.85106382978724,78.6308973172988,No
61.0,JP,A A N JAPAN CO LTD, 263-2 ROPPOGAOKA YOTSUKAIDO-SHI JP ,69,76.92307692307692,81.15942028985508,78.76496534341526,No
,IL,A A POLITIV 1999 LTD,OMPANY NO:512870072 KIBBUTZ EINAT 4880500 IS ,70,100.0,60.86956521739131,82.98676748582231,No
,IL,A A POLITIV 1999 LTD,3 KIBBUTZ EINAT EINAT 48805 ISRAEL ,70,100.0,60.86956521739131,82.98676748582231,No
62.0,IN,A A STONE IMPEX,F-251 RANPUR KUBER INDUSTRIAL AREA ,71,100.0,90.9090909090909,96.04743083003953,No
62.0,IN,A A STONE IMPEX,F-251 KUBER INDUSTRIES AREA RANPU R ,71,100.0,90.9090909090909,96.04743083003953,No
63.0,GU,A ADVANTAGE FORWARDERS INC,1450 WESTGATE PKY DOTHAN AL 36304-1243PO BOX 960 ,72,100.0,87.09677419354838,94.38990182328192,No
63.0,GU,A ADVANTAGE FORWARDERS INC,1450 WESTAGTE PKY DOTHAN AL 36304-1243 ,72,100.0,96.2962962962963,98.38969404186797,No
63.0,GU,A ADVANTAGE FORWARDERS INC,1450 WESTGATE PKY DOTHAN AL 36304-1243 ,72,100.0,96.2962962962963,98.38969404186797,No
64.0,DE,A AGRATI S P A,VIA PIAVE 28-30 VEDUGGIO CON COLZANO 20837 IT ,73,80.0,82.14285714285714,80.93167701863355,No
64.0,BE,A AGRATI S P A,VIA PIAVE 28/30 ,73,80.0,70.27027027027026,75.76968272620446,No
64.0,IT,A AGRATI SPA,VIA PIAVE 28/30 20837 VEDUGGIO CON COLZANO MB ITALIA ,73,100.0,76.19047619047619,89.64803312629401,No
64.0,IT,A AGRATI SPA,VIA PIAVE 28/30 VEDUGGIO CON COLZANO MB 20837 ITALY ,73,100.0,77.41935483870968,90.18232819074335,No
64.0,IT,A AGRATI SPA,VIA PIAVE 28/30 VEDUGGIO CON COLZANO MB ITALY 20837 ,73,100.0,77.41935483870968,90.18232819074335,No
64.0,IT,A AGRATI SPA,VIA PIAVE 28/30 20837 VEDUGGIO CON ,73,100.0,77.41935483870968,90.18232819074335,No
,DE,A AGRATI SPA C/O CENTRO LOGISTICO,VIA FERNANDO SANTI 16/18 ,-1,,,,
,TR,A AKSULAR GIDA TIC VE SAN AS,ORGANIZE SANAYI BOLGESI 16 CAD NO:6 CORUM ,-1,,,,
,TH,A AND B TRADE CO LTD, 93/15 MOO 10 KANCHANAPISEK ROAD BANGRAKPATTANA BANGBUATHONG NONTHABURI 11110 THAILAND ,74,66.66666666666667,58.015267175572525,62.905188627060525,No
65.0,CN,A AND D MANUFACTURING CO LTD, ROOM 1003 10/F TOWER 1 LIPPO CEN TRE 89 QUEENSWAY ADMIRALTY ,75,100.0,92.47311827956989,96.72744273024779,No
65.0,CN,A AND D MANUFACTURING CO LTD, ROOM 1003 10-F TOWER 1 LIPPO CENTRE 89 QUEENSWAY ADMIRALTY HK ,75,100.0,92.47311827956989,96.72744273024779,No
,CN,A AND H QINGDAO LTD DONGGUAN BRANCH, ROOM 105 BUILDING 7 NO 8 WEIYUAN NORTH AND SOUTH AVENUE HUMEN TOWN DONGGUAN CN ,76,91.30434782608697,74.22680412371135,83.8793288250541,No
66.0,NO,A AND J CAMBODIA CO LTD, TAI SENG BAVET SPECIAL ECONOMIC ZONE NATIONAL ROAD NO 1 BAVET CITY ,77,100.0,90.52631578947368,95.88100686498858,No
66.0,VN,A AND J CAMBODIA CO LTD, TAI SENG BAVET SPECIAL ECONOMIC ZONE NATIONAL ROAD NO 1 ,77,100.0,90.52631578947368,95.88100686498858,No
,NO,A AND J CAMBODIA CO LTD, NATIONAL ROAD NO 1 SVAY RIENG KH ,-1,,,,
,DE,A AND M LAKTOMAR SP Z OO,UL PRZEMYSLOWA 9C KOZIENICE 26900 PL ,-1,,,,
,CN,A AND S ENTERPRISES COMPANY, RM2 13/F CROWN INDUSTRIAL BUILDING 106 HOW MING STREET KWUN ,-1,,,,
67.0,HN,A AND T NICARAGUA S A,COYOTEPE 800 MTS AL NORTE MASAYA NICARAGUA MANAGUA NICARAGUA ,78,81.81818181818181,77.47747747747748,79.93091906135385,No
67.0,HN,A AND T NICARAGUA SA,COYOTEPE 800 MTS AL NORTE MASAYA 41000 ,78,75.0,62.7906976744186,69.69160768452983,No
,CN,A AND U GROUP,LIMITED BLOCK C 23 FLOOR ROCKY CENTRE NO 31HONG KONG HONG KONG ,-1,,,,
,PR,A AND W ELECTRICAL AND REFRIGERATIO,URB ALIANZA 140 MOROVIS PR 00687 ,-1,,,,
,IT,A ARCHIVET SAS DI DODI RICCARDO,VIA MONZORO 6 ,-1,,,,
,IN,A B C INDUSTRIES TIKARA NAKAHARA, ROAD ,-1,,,,
,IN,A B CARPET DURRIES,878 BURHENATH ROAD,-1,,,,
,PK,A B EXPORT PVT LTD, MADE UPS LASANI PULLI NEAR KHAYABAN GARDENS SARGODHA ROAD FAISALABAD PAKISTAN ,79,100.0,67.13286713286713,85.70994223168138,No
68.0,PK,A B EXPORT PVT LTD, MANUFACTURER & EXPORTER OF TEXTILE PULLI NEAR KHAYABAN GARDENS FAISAL ABAD PB 38000 PK ,79,100.0,87.67123287671232,94.6396664681358,No
68.0,PK,A B EXPORT PVT LTD, MANUFACTURER & EXPORTER OF TEXTILE PULLI NEAR KHAYABAN GARDENS SARGOD HA ROAD FAISALABAD PB 54000 PK ,79,100.0,87.67123287671232,94.6396664681358,No
,NL,A B F BEARINGS B V,3 NUCLEONWEG ROOSENDAAL NB 4706PZ NL ,-1,,,,
,CN,A B GLOBAL CO LTD, RM 1 8F NO 33 LN 41 SANCHONG NANGANG DIST TAIPEI CITY TAIWAN ,-1,,,,
,IN,A B IMPEX,38 KAMLA ENCLAVE CHITTOR ROAD BH ILWARA RAJASTHAN INDIA,-1,,,,
,ES,A B INTERIOR S L,CRTA N-340 KM 704 8 ,-1,,,,
,IL,A B MASTER CARGO LTD,4 OREN ST INDUSTRIAL AREA SHOHAM ISRAEL ,-1,,,,
69.0,TH,A BAG MS CO LTD, 647 MOO 7 MAE KU MAE SOT TAK APT 63110 THAILAND ,80,100.0,67.44186046511628,85.84428715874623,No
69.0,TH,A BAG MS CO LTD, 647 MOO 7 MAE KU SUB-DISTRICT MAE SOT DISTRICT TAK PROVINCE 63110 THAILAND ,80,100.0,67.44186046511628,85.84428715874623,No
,ES,A BAKERS S L,AVDA DE LA INDUSTRIA 7 BARCELONA BARCELONA CATALUNYA SPAIN TELEX : 08297 ,-1,,,,
,CN,A BATH HARDWARE CORP,4F NO 100 SHING DE ROAD SAN CHUNG DISTRICT NEW TAIPEI CITY 24158 TAIWAN ,-1,,,,
70.0,TW,A BELT LIN INDUSTRIAL & TRADE CO,NO 63 PING AN RD AN SI VILLAGE SIOUSHUEI TOWNSHIP CHANG HWA COUNTY 504 TW ,81,97.77777777777777,87.85046728971963,93.46155582644816,No
70.0,TW,A BELT LIN INDUSTRIAL TRADE CO,NO 63 PING AN RD AN SI VILLAGE CHANG HUA COUNTY 504 TAIWAN ,81,100.0,68.08510638297872,86.12395929694728,No
70.0,TW,A BELT LIN INDUSTRIAL TRADE CO LTD, NO 63 PING AN RD AN SI VILLA SIOUSHUEI TOWNSHIP CHANG HUA TW ,81,100.0,68.08510638297872,86.12395929694728,No
,IT,A BENEVENUTA E C SPA,FRAZIONE CROSI 4 10084 FORNO CANAVESE TO ,-1,,,,
71.0,DE,A BERGER POLSKA SP Z O O,UL PRZYJAZNI 47A ,82,100.0,92.3076923076923,96.65551839464884,No
71.0,DE,A BERGER POLSKA SP Z O O,PRZYJAZNI 47A ,82,100.0,92.3076923076923,96.65551839464884,No
,LK,A BLUEHILL GRANITES INDIA PVT LTD, 819/1 NEAR RAJIV GANDHI NAGAR NEELAMBUR TAMIL NADU ,-1,,,,
,IN,A BLUES CLOTHING, NO 3412C D NO 2280C GANDHI NAGAR VAVIPALAYAM P O TIRUPUR TAMIL NADU 641666 IN ,-1,,,,
72.0,CN,A BRIGHT ELECTRONICAL & HARDWARE HU,HENG-LING DEVELOPING DISTRICT SATI HUIZHOU 44 516269 CHINA ,83,100.0,80.48780487804879,91.51643690349948,No
72.0,CN,A BRIGHT ELECTRONICAL & HARDWARE HU,HENG LING DEVELOPING DISTRICT SATI HUIZHOU GD 516000 CHINA ,83,100.0,78.04878048780488,90.45599151643691,No
72.0,CN,A BRIGHT ELECTRONICAL & HARDWARE HU,HENG-LING DEVELOPING DISTRICT SATI AN TOWN HUI-YANG ,83,100.0,78.04878048780488,90.45599151643691,No
73.0,PT,A BRITO MOBILIARIO S A,RUA DA ZONA INDUSTRIAL 844 ,84,93.75,75.86206896551724,85.97263868065967,No
73.0,PT,A BRITO MOBILIARIO SA,844 RUA DA ZONA INDUSTRIAL LORDELO 4580-565 ,84,93.75,75.86206896551724,85.97263868065967,No
74.0,ES,A BUEN PASO,AVINGUDA DEL MARESME 495 9-2 ,85,64.0,100.0,79.65217391304348,No
74.0,ES,A BUEN PASO EDITORIAL S L,AVINGUDA DEL MARESME 495 9 2 ,85,64.0,100.0,79.65217391304348,No
,BR,A BUHLER S/A CURTUME,AVENIDA CAPIVARA 700 RS ,-1,,,,
,IN,A C BROTHERS,LAKRI FAZALPUR NH-24 MORADABA 244001 UTTAR PRADESH - INDIA PHONE: 591-2479450 FAX ,-1,,,,
,IT,A C M AS P A,1 VIA CRISTOFORO COLOMBO BOLOGNA BO BO 40131 IT ,-1,,,,
75.0,IT,A C S A,STEEL FORGINGS SPA VIA PER BILBIATE 43 OGGIONA 21040 IT ,86,100.0,68.49315068493152,86.30136986301372,No
75.0,DO,A C S A,TEEL FORGINGS S P A VIA PER SOLBIATE 43 ,86,100.0,93.33333333333333,97.10144927536231,No
75.0,IT,A C S A,STEEL FORGINGS SPA VIA PER SOLBIATE 43 ,86,100.0,93.33333333333333,97.10144927536231,No
,FR,A C S INTERNATIONAL GMBH,IM WESERTAL 5 ,-1,,,,
,MS,A C SRL, VIA ANTONINI 9 ,-1,,,,
,IN,A CAST FOUNDRY PLOT, NO : 9 HARIPAR INDUSTRIAL ARE HARIPAR PAL OPP MOTEL-THE-VILLAG GUJRAT IN GUJRAT IN ,-1,,,,
76.0,GY,A CAYUME HAKH & SONS RICE MILL,CANE GROVE RICE MILL S N CANE GROVE DEMERARA GUYANA ,87,70.0,80.0,74.34782608695653,No
76.0,GY,A CAYUME HAKH AND SONS,CANE GROVE RICE MILL EAST COAST DEMERARA GEORGETOWN GUYANA ,87,70.0,80.0,74.34782608695653,No
77.0,IT,A CELLI NONWOVENS S P A,VIA ROMANA OVEST 252 ,88,90.32258064516128,100.0,94.53015427769986,No
77.0,IT,A CELLI NONWOVENS SPA,VIA ROMANA OVEST 252 ,88,90.32258064516128,100.0,94.53015427769986,No
,CA,A CHARLES,6010 C S L ,-1,,,,
78.0,PT,A CIMENTEIRA DO LOURO S A, RUA PADRE DOMINGOS JOAQUIM PEREIRA VILA NOVA DE FAMALICAO 4760-563 PT ,89,100.0,91.58878504672897,96.34295002031695,No
78.0,PT,A CIMENTEIRA DO LOURO S A, RUA PADRE DOMINGOS JOAQUIM VILA NOVA DE FAMALICAO 4760-563 PT ,89,100.0,98.0,99.1304347826087,No
78.0,PT,A CIMENTEIRA DO LOURO S A, RUA PADRE DOMINGOS JOAQU VILA NOVA DE FAMALICAO 4760-563 PT ,89,100.0,98.0,99.1304347826087,No
,IN,A D INTERNATIONAL TULSI ESTATE,BLOCK NO A SHADE NO 4 & 5 NEAR ,-1,,,,
,IT,A D M HOME SRL, VIA DELLORZO 59-63 Z IND ,-1,,,,
,IT,A D R S P A,VIA A M CERIANI 96 UBOLDO 21040 IT ,-1,,,,
,IT,A D R SPA AZ DOLCIARIE RIUNITE,VIA G BADANO 44 ,-1,,,,
,FR,A DE FUSSIGNY SAS,11-17 RUE DES GARABIERS COGNAC 16100 FR ,-1,,,,
,CN,A DEC HANGZHOU DENTAL EQUIPMENT CO LTD, BUILDING 5 NO 528 SHUN FENG RD TANG QI TOWN LIN PING DISTRICT HANGZHOU ZHEJIANG 311106 CN ,-1,,,,
,IT,A E B INDUSTRIALE S R L, A VIA BRODOLINI 8 VALSAMOGGIA BOLO GNA EMILIA-ROMAGNA ITALY TELEX: 40053 ,-1,,,,
,IT,A E G FOLONARI TENUTE S A,R L VIA DI NOZZOLE 12 LOC PASSO DEI PECORAI ,-1,,,,
79.0,CN,A E GLOBAL TRADE CO LTD, UNIT 1103 11/F FULL WIN COMMERCIA L CENTRE UNIT C NO 573 NATHAN ROA D YAU MA TEI HONG KONG 99907 ,90,100.0,100.0,100.00000000000001,No
79.0,CN,A E GLOBAL TRADE CO LTD, UNIT 1103 11/F FULL WIN COMMERCIA L CENTRE UNIT C NO 573 NATHAN ROA D YAU MA TEI HONG KONG 999077 ,90,100.0,100.0,100.00000000000001,No
,DE,A E KELLER GMBH & CO,KG NIEDEREIMERFELD 10 59823 ARNSBERG ,58,95.65217391304348,82.6086956521739,89.98109640831758,No
,IT,A E M AGENZIE EUROPEE MARITTIME SR,VIA CECCARDI 19 GENOVA 16121 IT ,-1,,,,
,CN,A EAST,3F FENGJINHUI INDUSTRIAL PARK 11 LONGYAN ROAD HUMON DONGGUAN CITY GUANGDONG PROVINCE CHINA,-1,,,,
,KR,A ENERGY INTERNATIONAL CO LTD, SUITE 1604 KNN TOWER CENTUMSEO-RO 30 HAEUNDAE-GU BUSAN 48058 ,-1,,,,
,PK,A ESSAK AND SONS PLOT, NO D-3 S I T E SUPER HIGHWAY SCHEME 33 PHASE 1 KARACHI SINDH 75850 PK ,-1,,,,
,IN,A F INTERNATIONAL INC,OPP ROZE WALI ZARAT PEERZADA ROAD ,-1,,,,
,EG,A FAKHRY & CO,1801CORNICHE EL NIL - GARDEN CITY - CAIRO 11451 - EGYPT TEL + 20/2 2795-0685 FAX + 20/2 2795-4198 ,-1,,,,
80.0,VN,A FIRST VINA CO LTD, TAM PHUOC INDUSTRIAL ZONE BIEN HOA CITY DONG NAI PROVICE VIETNAM 084 ,91,100.0,97.2972972972973,98.82491186839013,No
80.0,VN,A FIRST VINA CO LTD, TAM PHUOC INDUSTRIAL ZONE DONG NAI 71000 VN ,91,100.0,72.94117647058825,88.23529411764706,No
80.0,VN,A FIRST VINA CO LTD, TAM PHUOC INDUSTRIAL ZONE BIEN HOA CITY DONG NAI PROVICE VIETNAM ,91,100.0,72.94117647058825,88.23529411764706,No
,MY,A FREE SPIRIT COMPANY SDN,BHD LOT 1203 JALAN PONGSU SERIBU MK 6 13200 KEPALA BATAS PENANG MALAYSIA ,-1,,,,
81.0,BE,A FRYLINK & ZONEN EXPORT BV,S GRAVENDAMSEWEG 71 2211 WH NOORDWIJKERHOUT THE NETHERLANDS ,92,100.0,77.27272727272727,90.11857707509881,No
81.0,NL,A FRYLINK & ZONEN EXPORT BV,71 S GRAVENDAMSEWEG NOORDWIJKERHOUT 2210 AB ,92,100.0,100.0,100.00000000000001,No
81.0,BE,A FRYLINK & ZONEN EXPORT BV,71 S GRAVENDAMSEWEG NOORDWIJKERHOUT 2210 AB ,92,100.0,100.0,100.00000000000001,No
,IN,A G APPARELS PLOT, NO 762 PHASE 5 UDYOG VIHAR GURUGRAM ,-1,,,,
,CN,A G C BUSINESS CONSULTING SHANGHAI LIMITED, OFFICE D FLOOR 16 YUJIA BUILDING NO 1336 HUASHAN ROAD SHANGHAI CHINA ,-1,,,,
,BD,A G DRESSES LIMITED, PLOT NO 9 BLOCK-C TONGI INDUSTRI AL AREA HIMARDIGHI TONGI-1710 GA ZIPUR BANGLADESH 1710 ,-1,,,,
,JP,A G E CORP, SANKYO BEKKAN 9F 7-10 1-CHOME IIDABASHI CHIYODA-KU TOKYO 102-0074 JAPAN ,-1,,,,
82.0,BR,A G E MANAGER CONSULTORIA,AV ITALIA 192 SALA 201 SAO PELEGRINO ,93,100.0,90.9090909090909,96.04743083003953,No
82.0,BR,A G E MANAGER CONSULTORIA,AV ITALIA 192 SALA 201 BAIRRO SAO PELEGRINO ,93,100.0,90.9090909090909,96.04743083003953,No
,IL,A G GILRO LTD,21 HAYETZIRA ST WEST INDUSTRIAL ZONE BEIT SHEMESH 99051 IL ,-1,,,,
83.0,IN,A G INDUSTRIES,B-55 SECTOR 83 ,-1,,,,
83.0,IN,A G INDUSTRIES,B55 SECTOR 83 NOIDA UTTAR PRADESH ,-1,,,,
,CA,A G O TRANSPORTATION INC,500 AV LEPINE DORVAL QC H9P 2V6 CANADA ,-1,,,,
84.0,IN,A G ORGANICA PRIVATE LIMITED, PLOT NO C-11 SECTOR-85 NOIDA UTTAR PRADESH 201305 ,94,100.0,65.3061224489796,84.91570541259982,No
84.0,IN,A G ORGANICA PRIVATE LIMITED, PLOT NO C-11 SECTOR-85 ,94,100.0,65.3061224489796,84.91570541259982,No
,IN,A G S SHIVA SHAKTHI MART, NO 28 DEENADAYALU STREET T NAGAR CHENNAI 600 017 ,-1,,,,
,DE,A G THORWARTH METALLWARENFABRIK GM,BLECHHAMMER 1 98574 SCHMALKALDEN ,-1,,,,
,PH,A GARCIA LIFESTYLE INC,773 SAN VICENTE STO TOMAS PAMPANGA 2020 PHILIPPINES TEL NO 6345 409-7186 ,-1,,,,
,CN,A GARMENT HK LIMITED, FLAT F 15/F BLOCK 2 WAH FUNG IND CE 33-39 KWAI FUNG CRESCENT ,-1,,,,
,CN,A GLORY INDUSTRIAL CO LTD, UNIT C 9/F WINNING HOUSE 72-76 WI NG LOK STREET SHEUNG WAN HONG KON G ,-1,,,,
85.0,IL,A GREBELSKY & SON,4 HAMELACHA STREET,95,76.47058823529412,100.0,86.70076726342711,No
85.0,IL,A GREBELSKY & SON,4 HAMELACHA ST HAR TUV A ,95,76.47058823529412,78.57142857142857,77.38399707709172,No
85.0,IL,A GREBELSKY & SON,4 HAMELACHA ST HAR TUV A IND ZONE BET SHEMESH 99065 IL ,95,100.0,64.15094339622642,84.41345365053323,No
85.0,IL,A GREBELSKY & SON CRAFTING,4 HAMELACHA STREET,95,76.47058823529412,78.57142857142857,77.38399707709172,No
,DM,A GRINGS S A,RUA DAS PEDREIRAS #238 ,-1,,,,
