Group,Country,Shipper Name,Shipper Address,Location Index
64.0,BE,A AGRATI S P A,VIA PIAVE 28/30 ,78
64.0,IT,A AGRATI SPA,VIA PIAVE 28/30 20837 VEDUGGIO CON COLZANO MB ITALIA ,78
64.0,IT,A AGRATI SPA,VIA PIAVE 28/30 VEDUGGIO CON COLZANO MB 20837 ITALY ,78
64.0,IT,A AGRATI SPA,VIA PIAVE 28/30 VEDUGGIO CON COLZANO MB ITALY 20837 ,78
64.0,IT,A AGRATI SPA,VIA PIAVE 28/30 20837 VEDUGGIO CON ,78
,DE,A AGRATI SPA C/O CENTRO LOGISTICO,VIA FERNANDO SANTI 16/18 ,-1
,TR,A AKSULAR GIDA TIC VE SAN AS,ORGANIZE SANAYI BOLGESI 16 CAD NO:6 CORUM ,-1
,TH,A AND B TRADE CO LTD, 93/15 MOO 10 KANCHANAPISEK ROAD BANGRAKPATTANA BANGBUATHONG NONTHABURI 11110 THAILAND ,-1
65.0,CN,A AND D MANUFACTURING CO LTD, ROOM 1003 10/F TOWER 1 LIPPO CEN TRE 89 QUEENSWAY ADMIRALTY ,79
65.0,CN,A AND D MANUFACTURING CO LTD, ROOM 1003 10-F TOWER 1 LIPPO CENTRE 89 QUEENSWAY ADMIRALTY HK ,79
,CN,A AND H QINGDAO LTD DONGGUAN BRANCH, ROOM 105 BUILDING 7 NO 8 WEIYUAN NORTH AND SOUTH AVENUE HUMEN TOWN DONGGUAN CN ,80
66.0,NO,A AND J CAMBODIA CO LTD, TAI SENG BAVET SPECIAL ECONOMIC ZONE NATIONAL ROAD NO 1 BAVET CITY ,81
66.0,VN,A AND J CAMBODIA CO LTD, TAI SENG BAVET SPECIAL ECONOMIC ZONE NATIONAL ROAD NO 1 ,81
,NO,A AND J CAMBODIA CO LTD, NATIONAL ROAD NO 1 SVAY RIENG KH ,-1
,DE,A AND M LAKTOMAR SP Z OO,UL PRZEMYSLOWA 9C KOZIENICE 26900 PL ,-1
,CN,A AND S ENTERPRISES COMPANY, RM2 13/F CROWN INDUSTRIAL BUILDING 106 HOW MING STREET KWUN ,-1
67.0,HN,A AND T NICARAGUA S A,COYOTEPE 800 MTS AL NORTE MASAYA NICARAGUA MANAGUA NICARAGUA ,82
67.0,HN,A AND T NICARAGUA SA,COYOTEPE 800 MTS AL NORTE MASAYA 41000 ,82
,CN,A AND U GROUP,LIMITED BLOCK C 23 FLOOR ROCKY CENTRE NO 31HONG KONG HONG KONG ,-1
,PR,A AND W ELECTRICAL AND REFRIGERATIO,URB ALIANZA 140 MOROVIS PR 00687 ,-1
,IT,A ARCHIVET SAS DI DODI RICCARDO,VIA MONZORO 6 ,-1
,IN,A B C INDUSTRIES TIKARA NAKAHARA, ROAD ,-1
,IN,A B CARPET DURRIES,878 BURHENATH ROAD,-1
,PK,A B EXPORT PVT LTD, MADE UPS LASANI PULLI NEAR KHAYABAN GARDENS SARGODHA ROAD FAISALABAD PAKISTAN ,83
68.0,PK,A B EXPORT PVT LTD, MANUFACTURER & EXPORTER OF TEXTILE PULLI NEAR KHAYABAN GARDENS FAISAL ABAD PB 38000 PK ,83
68.0,PK,A B EXPORT PVT LTD, MANUFACTURER & EXPORTER OF TEXTILE PULLI NEAR KHAYABAN GARDENS SARGOD HA ROAD FAISALABAD PB 54000 PK ,83
,NL,A B F BEARINGS B V,3 NUCLEONWEG ROOSENDAAL NB 4706PZ NL ,-1
,CN,A B GLOBAL CO LTD, RM 1 8F NO 33 LN 41 SANCHONG NANGANG DIST TAIPEI CITY TAIWAN ,-1
,IN,A B IMPEX,38 KAMLA ENCLAVE CHITTOR ROAD BH ILWARA RAJASTHAN INDIA,-1
,ES,A B INTERIOR S L,CRTA N-340 KM 704 8 ,-1
,IL,A B MASTER CARGO LTD,4 OREN ST INDUSTRIAL AREA SHOHAM ISRAEL ,-1
69.0,TH,A BAG MS CO LTD, 647 MOO 7 MAE KU MAE SOT TAK APT 63110 THAILAND ,84
69.0,TH,A BAG MS CO LTD, 647 MOO 7 MAE KU SUB-DISTRICT MAE SOT DISTRICT TAK PROVINCE 63110 THAILAND ,84
,ES,A BAKERS S L,AVDA DE LA INDUSTRIA 7 BARCELONA BARCELONA CATALUNYA SPAIN TELEX : 08297 ,-1
,CN,A BATH HARDWARE CORP,4F NO 100 SHING DE ROAD SAN CHUNG DISTRICT NEW TAIPEI CITY 24158 TAIWAN ,-1
70.0,TW,A BELT LIN INDUSTRIAL & TRADE CO,NO 63 PING AN RD AN SI VILLAGE SIOUSHUEI TOWNSHIP CHANG HWA COUNTY 504 TW ,85
70.0,TW,A BELT LIN INDUSTRIAL TRADE CO,NO 63 PING AN RD AN SI VILLAGE CHANG HUA COUNTY 504 TAIWAN ,85
70.0,TW,A BELT LIN INDUSTRIAL TRADE CO LTD, NO 63 PING AN RD AN SI VILLA SIOUSHUEI TOWNSHIP CHANG HUA TW ,85
,IT,A BENEVENUTA E C SPA,FRAZIONE CROSI 4 10084 FORNO CANAVESE TO ,-1
71.0,DE,A BERGER POLSKA SP Z O O,UL PRZYJAZNI 47A ,86
71.0,DE,A BERGER POLSKA SP Z O O,PRZYJAZNI 47A ,86
,LK,A BLUEHILL GRANITES INDIA PVT LTD, 819/1 NEAR RAJIV GANDHI NAGAR NEELAMBUR TAMIL NADU ,-1
,IN,A BLUES CLOTHING, NO 3412C D NO 2280C GANDHI NAGAR VAVIPALAYAM P O TIRUPUR TAMIL NADU 641666 IN ,-1
72.0,CN,A BRIGHT ELECTRONICAL & HARDWARE HU,HENG-LING DEVELOPING DISTRICT SATI HUIZHOU 44 516269 CHINA ,87
72.0,CN,A BRIGHT ELECTRONICAL & HARDWARE HU,HENG LING DEVELOPING DISTRICT SATI HUIZHOU GD 516000 CHINA ,87
72.0,CN,A BRIGHT ELECTRONICAL & HARDWARE HU,HENG-LING DEVELOPING DISTRICT SATI AN TOWN HUI-YANG ,87
73.0,PT,A BRITO MOBILIARIO S A,RUA DA ZONA INDUSTRIAL 844 ,88
73.0,PT,A BRITO MOBILIARIO SA,844 RUA DA ZONA INDUSTRIAL LORDELO 4580-565 ,88
74.0,ES,A BUEN PASO,AVINGUDA DEL MARESME 495 9-2 ,-1
74.0,ES,A BUEN PASO EDITORIAL S L,AVINGUDA DEL MARESME 495 9 2 ,-1
,BR,A BUHLER S/A CURTUME,AVENIDA CAPIVARA 700 RS ,-1
,IN,A C BROTHERS,LAKRI FAZALPUR NH-24 MORADABA 244001 UTTAR PRADESH - INDIA PHONE: 591-2479450 FAX ,-1
,IT,A C M AS P A,1 VIA CRISTOFORO COLOMBO BOLOGNA BO BO 40131 IT ,-1
75.0,IT,A C S A,STEEL FORGINGS SPA VIA PER BILBIATE 43 OGGIONA 21040 IT ,89
75.0,DO,A C S A,TEEL FORGINGS S P A VIA PER SOLBIATE 43 ,89
75.0,IT,A C S A,STEEL FORGINGS SPA VIA PER SOLBIATE 43 ,89
,FR,A C S INTERNATIONAL GMBH,IM WESERTAL 5 ,-1
,MS,A C SRL, VIA ANTONINI 9 ,-1
,IN,A CAST FOUNDRY PLOT, NO : 9 HARIPAR INDUSTRIAL ARE HARIPAR PAL OPP MOTEL-THE-VILLAG GUJRAT IN GUJRAT IN ,-1
76.0,GY,A CAYUME HAKH & SONS RICE MILL,CANE GROVE RICE MILL S N CANE GROVE DEMERARA GUYANA ,-1
76.0,GY,A CAYUME HAKH AND SONS,CANE GROVE RICE MILL EAST COAST DEMERARA GEORGETOWN GUYANA ,-1
77.0,IT,A CELLI NONWOVENS S P A,VIA ROMANA OVEST 252 ,90
77.0,IT,A CELLI NONWOVENS SPA,VIA ROMANA OVEST 252 ,90
,CA,A CHARLES,6010 C S L ,-1
78.0,PT,A CIMENTEIRA DO LOURO S A, RUA PADRE DOMINGOS JOAQUIM PEREIRA VILA NOVA DE FAMALICAO 4760-563 PT ,91
78.0,PT,A CIMENTEIRA DO LOURO S A, RUA PADRE DOMINGOS JOAQUIM VILA NOVA DE FAMALICAO 4760-563 PT ,91
78.0,PT,A CIMENTEIRA DO LOURO S A, RUA PADRE DOMINGOS JOAQU VILA NOVA DE FAMALICAO 4760-563 PT ,91
,IN,A D INTERNATIONAL TULSI ESTATE,BLOCK NO A SHADE NO 4 & 5 NEAR ,-1
,IT,A D M HOME SRL, VIA DELLORZO 59-63 Z IND ,-1
,IT,A D R S P A,VIA A M CERIANI 96 UBOLDO 21040 IT ,-1
,IT,A D R SPA AZ DOLCIARIE RIUNITE,VIA G BADANO 44 ,-1
,FR,A DE FUSSIGNY SAS,11-17 RUE DES GARABIERS COGNAC 16100 FR ,-1
,CN,A DEC HANGZHOU DENTAL EQUIPMENT CO LTD, BUILDING 5 NO 528 SHUN FENG RD TANG QI TOWN LIN PING DISTRICT HANGZHOU ZHEJIANG 311106 CN ,-1
,IT,A E B INDUSTRIALE S R L, A VIA BRODOLINI 8 VALSAMOGGIA BOLO GNA EMILIA-ROMAGNA ITALY TELEX: 40053 ,-1
,IT,A E G FOLONARI TENUTE S A,R L VIA DI NOZZOLE 12 LOC PASSO DEI PECORAI ,-1
79.0,CN,A E GLOBAL TRADE CO LTD, UNIT 1103 11/F FULL WIN COMMERCIA L CENTRE UNIT C NO 573 NATHAN ROA D YAU MA TEI HONG KONG 99907 ,67
79.0,CN,A E GLOBAL TRADE CO LTD, UNIT 1103 11/F FULL WIN COMMERCIA L CENTRE UNIT C NO 573 NATHAN ROA D YAU MA TEI HONG KONG 999077 ,67
,DE,A E KELLER GMBH & CO,KG NIEDEREIMERFELD 10 59823 ARNSBERG ,63
,IT,A E M AGENZIE EUROPEE MARITTIME SR,VIA CECCARDI 19 GENOVA 16121 IT ,-1
,CN,A EAST,3F FENGJINHUI INDUSTRIAL PARK 11 LONGYAN ROAD HUMON DONGGUAN CITY GUANGDONG PROVINCE CHINA,-1
,KR,A ENERGY INTERNATIONAL CO LTD, SUITE 1604 KNN TOWER CENTUMSEO-RO 30 HAEUNDAE-GU BUSAN 48058 ,-1
,PK,A ESSAK AND SONS PLOT, NO D-3 S I T E SUPER HIGHWAY SCHEME 33 PHASE 1 KARACHI SINDH 75850 PK ,-1
,IN,A F INTERNATIONAL INC,OPP ROZE WALI ZARAT PEERZADA ROAD ,-1
,EG,A FAKHRY & CO,1801CORNICHE EL NIL - GARDEN CITY - CAIRO 11451 - EGYPT TEL + 20/2 2795-0685 FAX + 20/2 2795-4198 ,-1
80.0,VN,A FIRST VINA CO LTD, TAM PHUOC INDUSTRIAL ZONE BIEN HOA CITY DONG NAI PROVICE VIETNAM 084 ,92
80.0,VN,A FIRST VINA CO LTD, TAM PHUOC INDUSTRIAL ZONE DONG NAI 71000 VN ,92
80.0,VN,A FIRST VINA CO LTD, TAM PHUOC INDUSTRIAL ZONE BIEN HOA CITY DONG NAI PROVICE VIETNAM ,92
,MY,A FREE SPIRIT COMPANY SDN,BHD LOT 1203 JALAN PONGSU SERIBU MK 6 13200 KEPALA BATAS PENANG MALAYSIA ,-1
81.0,BE,A FRYLINK & ZONEN EXPORT BV,S GRAVENDAMSEWEG 71 2211 WH NOORDWIJKERHOUT THE NETHERLANDS ,93
81.0,NL,A FRYLINK & ZONEN EXPORT BV,71 S GRAVENDAMSEWEG NOORDWIJKERHOUT 2210 AB ,93
81.0,BE,A FRYLINK & ZONEN EXPORT BV,71 S GRAVENDAMSEWEG NOORDWIJKERHOUT 2210 AB ,93
,IN,A G APPARELS PLOT, NO 762 PHASE 5 UDYOG VIHAR GURUGRAM ,-1
,CN,A G C BUSINESS CONSULTING SHANGHAI LIMITED, OFFICE D FLOOR 16 YUJIA BUILDING NO 1336 HUASHAN ROAD SHANGHAI CHINA ,-1
,BD,A G DRESSES LIMITED, PLOT NO 9 BLOCK-C TONGI INDUSTRI AL AREA HIMARDIGHI TONGI-1710 GA ZIPUR BANGLADESH 1710 ,-1
,JP,A G E CORP, SANKYO BEKKAN 9F 7-10 1-CHOME IIDABASHI CHIYODA-KU TOKYO 102-0074 JAPAN ,-1
82.0,BR,A G E MANAGER CONSULTORIA,AV ITALIA 192 SALA 201 SAO PELEGRINO ,94
82.0,BR,A G E MANAGER CONSULTORIA,AV ITALIA 192 SALA 201 BAIRRO SAO PELEGRINO ,94
,IL,A G GILRO LTD,21 HAYETZIRA ST WEST INDUSTRIAL ZONE BEIT SHEMESH 99051 IL ,-1
83.0,IN,A G INDUSTRIES,B-55 SECTOR 83 ,95
83.0,IN,A G INDUSTRIES,B55 SECTOR 83 NOIDA UTTAR PRADESH ,95
,CA,A G O TRANSPORTATION INC,500 AV LEPINE DORVAL QC H9P 2V6 CANADA ,-1
84.0,IN,A G ORGANICA PRIVATE LIMITED, PLOT NO C-11 SECTOR-85 NOIDA UTTAR PRADESH 201305 ,96
84.0,IN,A G ORGANICA PRIVATE LIMITED, PLOT NO C-11 SECTOR-85 ,96
,IN,A G S SHIVA SHAKTHI MART, NO 28 DEENADAYALU STREET T NAGAR CHENNAI 600 017 ,-1
,DE,A G THORWARTH METALLWARENFABRIK GM,BLECHHAMMER 1 98574 SCHMALKALDEN ,-1
,PH,A GARCIA LIFESTYLE INC,773 SAN VICENTE STO TOMAS PAMPANGA 2020 PHILIPPINES TEL NO 6345 409-7186 ,-1
,CN,A GARMENT HK LIMITED, FLAT F 15/F BLOCK 2 WAH FUNG IND CE 33-39 KWAI FUNG CRESCENT ,-1
,CN,A GLORY INDUSTRIAL CO LTD, UNIT C 9/F WINNING HOUSE 72-76 WI NG LOK STREET SHEUNG WAN HONG KON G ,-1
85.0,IL,A GREBELSKY & SON,4 HAMELACHA STREET,97
85.0,IL,A GREBELSKY & SON,4 HAMELACHA ST HAR TUV A ,97
85.0,IL,A GREBELSKY & SON,4 HAMELACHA ST HAR TUV A IND ZONE BET SHEMESH 99065 IL ,97
85.0,IL,A GREBELSKY & SON CRAFTING,4 HAMELACHA STREET,-1
,DM,A GRINGS S A,RUA DAS PEDREIRAS #238 ,-1
86.0,CN,A H A INTERNATIONAL CO LTD, JINAN MANSION 306 TUN XI ROAD HEFEICN ,98
86.0,CN,A H A INTERNATIONAL CO LTD, JINAN MANSION 306 TUNXI RD HEFEI ANHUI ,98
87.0,IN,A H EXPORT PLOT, NO 12 JUGIANA NEAR BARNALA INTERNATIONAL G T ROAD LUDHIANA-141017 GSTIN 03AABHH2695M1Z4 ,99
87.0,IN,A H EXPORT PLOT, NO 12 JUGIANA NEAR BARNALA INTERNATIONAL G T ROAD LUDHIANA-1 ,99
87.0,SG,A H EXPORT PLOT, NO 12 JUGIANA NEAR BARNALA INTERNATIONAL GT ROAD ,99
,DE,A H MEYER MASCHINENFABRIK GMBH,AM BAHNHOF 54 27239 TWISTRINGEN GERMANY ,-1
,PK,A H TEXTILE,15/5 SECTOR 12-C NORTH KARACHI INDUSTRIAL AREA KARACHI PAKISTAN ,-1
,BE,A HARTRODT DENMARK A/S,GRONLANDSVEJ 5 8660 SKANDERBORG DENMARK ,-1
88.0,DE,A HARTRODT DEUTSCHLAND GMBH&CO KG,2 AS AGENT FOR: AGCO INTERNATIONAL GMBH VICTOR-VON-BRUNS STRASSE 17 ,100
88.0,DE,A HARTRODT DEUTSCHLAND GMBH&CO KG,20097 HAMBURG AS AGENT FOR: AGCO INTERNATIONAL GMBH VICTOR VON BRUNS STRASSE 17 ,100
88.0,DE,A HARTRODT DEUTSCHLAND GMBH&CO KG,20097 HAMBURG AS AGENT FOR: AGCO INTERNATIONAL GMBH VICTOR-VON-BRUNS STRASSE 17 ,100
,GR,A HARTRODT GREECE SA,CHARILAOU TRIKOUPI 6 185 36 PIRAEUS GREECE ,-1
,ES,A HARTRODT ITALIANA S U R L,VIA GUALCO 68F 16165 GENOVA ITALY ,-1
,MX,A HARTRODT MEXICO S A DE C V, AV INSURGENTES SUR NO 800- 9 COL BENITO JUAREZ CMX 03100 MEXICO ,101
,MX,A HARTRODT MEXICO SA DE CV, AV INSURGENTES SUR 800 P 9 COL DEL LLE BENITO JUAREZ 03100 CIUDAD DE MICO RFC AHM0810275D8 CTC MARIA PINE ,101
,NL,A HARTRODT NEDERLAND B V,RIETDEKKERSTRAAT 8 RIDDERKERK ZH 2980 BM NETHERLANDS ,-1
,PT,A HARTRODT PORTUGAL UNIPESSOAL LDA,RUA DA BOTICA 252 2 D MOREIRA DA MAIA PORTUGAL ,-1
,JP,A HARTRODT TURKEY LOJISTIK LTD,STI OSMANAGA MAH DEREGAZINOSU SOK NO 17 D:8 34714 KADIKOY ISTANBUL 3 18 TURKEY ,-1
,GR,A HATZOPOULOS SA,ARKADIOU 19 ST ,-1
,TW,A HENG ENTERPROSE CO LTD, NO 42 ZHONGXING 1ST ST LUZHU SHIA TAOYUAN COUNTY 338 TAOYUAN TAIWAN ,-1
,DE,A HITSCHER & SOHN GMBH,INDUSTRIES 36-40 ,-1
89.0,CA,A HQ LOGISTICS INC, 160-2268 NO 5 RICHMOND BC V6X2T1 C A ,102
89.0,CA,A HQ LOGISTICS INC, 160-2268 NO 5 ROAD RICHMOND BC V6X 2T1 CA ,102
89.0,CA,A HQ LOGISTICS INC, 160-2268 NO 5 ROAD RICHMOND BC V6V 1N6 CA ,102
89.0,CA,A HQ LOGISTICS INC, 160-2268 NO 5 ROAD RICHMOND BC V6X2T1 CA ,102
,VN,A HWA TRADE CO LTD, #1602 102DONG 175 GILJUNAM-RO BU PYEONG-GU INCHEON KOREA ,-1
,TH,A I 2012 CO LTD, 81/4-5 MOO 2 RAMA 2 RD BANGNUMJEAD ,-1
,SG,A I LEATHER 18/D TOPSIA, ROAD KOLKATA 700039 WESTBENGAL INDIA ,-1
,DE,A I M ALL IN METAL GMBH,AM LEUCHTENBAU 5 ,-1
,AN,A I M ALL IN METALL GMBH,STEINBEISSTR 6 MARKGROENINGEN 71706 DE ,103
,DE,A I M ALLES IM METALL GMBH,STEINBEISSTRASSE 6 ,103
,TW,A I M Y CO LTD, NO 395 SEC 1 LINSEN RD 6F -10 EAST DIST 71051 TW ,-1
,ES,A I O TRADE CO UK LTD,26 TENBY ROAD MOSELEY BIRMINGHAM ,-1
90.0,VN,A I S VIETNAM CO LTD, NO 9 ROAD 11 BAC NINH 16000 VN ,104
90.0,VN,A I S VIETNAM CO LTD, NO 9 ROAD 11 TU SON 16000 VN ,104
,DE,A I T METALLBEARBEITUNG,LANGE STRASSE 24 72275 ALPIRSBACH ,-1
,TH,A J & R HOLDINGS CO LTD, 788 MOO 2 AMPHUR MUENG 10280 TH ,-1
,JM,A J BARNED & SONS LTD,AS AGENTS FOR EMANUEK PETRUT-TRANDAFIR 78-80 BARBICAN ROAD TH 26 KINGSTON 6 JAMAICA W I ,-1
,JM,A J BARNED & SONSLTD AS AGENT FOR EASISPICE MANUFACTURERS LTD,1 GREAT GEORGE STREET SAVANNA LA MAR WESTMORELAND JAMAICA ,-1
,CA,A J CARIB SHIPPING,93 QUANTRELL TRAIL ,-1
,PT,A J COSTA IRMAOS LDA,ESTRADA DAS LIGEIRAS LOTE 10 CACEM 11 2735-337 PORTUGAL ,-1
,ES,A J MAURITZEN & CO LTD, 90 QUEEN STREET PORT OF SPAIN TRINIDAD FOR DEISE MONTEIRO BARROS ,-1
,TH,A J PLAST PUBLIC CO LTD, 95 THAKARM ROAD SAMAEDAM BANGKHUNTIEN BANGKOK 10150 THAILAND TEL : +662 415-0035 FAX ,-1
91.0,VN,A J VIETNAM CO LTD,CENTURY DISTRIBUTION SYSTEMS ON BEHALF OF A J VIETNAM CO LTD LOT NO 47-10 N16 STREET PHUOC DONG IND PARK PHUOC DONG COMMUNE GO DAU,66
91.0,VN,A J VIETNAM CO LTD, LOT NO 47-10 N16 STREET PHUOC DON PHUOC DONG COMMUNE GO DAU DISTRICT ,66
91.0,VN,A J VIETNAM CO LTD,CENTURY DISTRIBUTION SYSTEMS INC ON BEHALF OF A J VIETNAM CO LTD LOT NO 47-10 N16 STREET PHUOC DONG IND PARK PHUOC DONG COMMUNE GO DAU,66
92.0,TW,A JATE STEEL CO LTD, 5F 2 395 SEC 1 LIN SEN RD TAINAN TW ,105
92.0,TW,A JATE STEEL CO LTD, 5F -2 NO 395 SEC 1 LIN-SEN RD EAST DIST ,105
93.0,CN,A JAX INTERNATIONAL CO LTD, NO 68 55TH LANE DAFU ROAD BEITUN D TAICHUNG TAICHUNG 40679 TAIWAN ,106
93.0,CN,A JAX INTERNATIONAL CO LTD, NO 68 55TH LANE DAFU ROAD BEITUN DISTRICT 40679 TAICHUNG TW ,106
,CN,A JAY TRADERM2003,20/F SOUTH TOWER PLAZA #437 DONGFENG ZHONG RD YUEXIU DIST GUANGZHOU,-1
,TW,A JOHN ENTERPRISE CO LTD, FL 5 NO 8 SEC 1 CHUNG HSING RD WUGU DIST ,-1
,DO,A K AGROINDUSTRIAL SRL, 3038 NW NORTH RIVER DRIVE ,-1
,IN,A K GARMENTS, NO 2/343 1 SRC NAGAR GANAPATHIPALAYAM PO ,-1
,IN,A K HANDICRAFT,A-132 NEW SEELAMPUR ,-1
94.0,BD,A K M KNIT WEAR LTD,14 GEDDA KARNAPARA ULAIL SAVAR DHAKA-1340 BANGLADESH ,107
94.0,BD,A K M KNITWEAR LTD,14 GEDDA KARNAPARA ULAIL SAVAR DHAKA DHAKA BANGLADESH ,107
94.0,LK,A K M KNITWEAR LTD,14 GEDDA KARNAPARA ULAIL SAVAR ,107
,IN,A K R EXPORT,34-O A RAMASAMY STREET GANDHI NAGAR ERODE - 638009 INDIA,-1
,SE,A K S SNICKERI AB,HALLSTORP 21 OXABACK 511 95 SE ,-1
95.0,CN,A K STAMPING SHANGHAI COMPANY INC, 789 PUXING ROAD MINHANG SHANGHAI CHINA 201114 ,108
95.0,CN,A K STAMPING SHANGHAI COMPANY INC, 789 PUXING ROAD SHANGHAI CHINA 201114 ,108
,DE,A KAYSER AUTOMOTIVE SYSTEMS GMBH,HULLERSER LANDSTR 43 EINBECK 37574 DE ,-1
96.0,TW,A KRAFT TOOLS MANUFACTURING CO LT, D NO 21-1 LANE 557 JHONG JHENG RD 1 F WUFENG DIST 41359 TW ,109
96.0,TW,A KRAFT TOOLS MANUFACTURING CO LTD, NO 21 1 LANE 557 ZHONGZHENG RD WUFENG DIST ,109
,JP,A KUARTET GIDA PAZARLAMA IC VE DIS,MANSUROGLU MAH ANKARA CAD NO:81/4 BAYRAKLI 35 35000 TURKIYE ,-1
,IT,A L B A SRL, 87/R VIA BORZOLI GENOVA GE GE 16153 IT ,-1
,IT,A L B SPA,LOCALITA MONTE DI DEU ,-1
,IN,A L COLDFORGE PVT LTD, E 23 FOCAL POINT PHASE IV LUDHIANA 141010 PUNJAB INDIA ,-1
97.0,GP,A L F UNO S P A,VIA SAN PIO X 17 FRANCENIGO DI GAIARINE 31018 TREVISO TV ITALY ,110
97.0,FR,A L F UNO S P A,VIA SAN PIO X 17 ,-1
97.0,FR,A L F UNO SPA,VIA S PIO X 17 31010 FRANCENIGO DI GAIARINE TV ITALY ,110
,FR,A L F UNO SPA,ITALY 31010 FRANCENIGO DI GAIARINE TV VIA S PIO X 17 ,110
,CN,A L GLOBAL TRADE CO LTD,UNIT 2505 25F THE SUNS GROUP CENTRENO 200 GLOUCESTER ROAD WANCHAI HONG KONG 999077 ,67
,IT,A L I DI LIVINIO CORRADI,AEREOMARE LOGISTICA INTERNAZIONALE VIA ASMARA 3/C CARGO VILLAGE 56121 - PISA ,-1
,IN,A L PAPER HOUSE LLP NEAR TEMPO STAND SHIKARPURA, ROAD SHANGANER ,-1
,IN,A L PAPER HOUSE LLP SANGANER NEAR TEMPO STAND SHIKARPURA, ROAD 302029 JAIPUR IN ,-1
,DE,A LANDERER GMBH & CO,KG HEINZ-LANDERER-STRASSE 1 ,-1
,CO,A LAUMAYER & CA EXPORTADORES DE CAF E S A,C ARRERA 64D 103FF 24 B ELLO C O ,111
98.0,CO,A LAUMAYER & CIA EXPORTADORES,DE CAFE SA NIT 890 900 115-1 CARRERA 64D NUMERO 103FF-24 PHONE:2671647 FAX:4380973 ,111
98.0,CO,A LAUMAYER CIA EXPORTADORES DE,CAFE SA NIT 890 900 115 1 CARRERA 64D NUMERO 103FF-24 PHONE:2671647 FAX:4380973 ,111
98.0,CO,A LAUMAYER Y CIA EXPORTADORES DECAFE S A,S NIT - 890 900 115-1CRA64D NO 103FF-24 TEL 2671647FAX 4380973 MEDELLIN - COLOMBIA ,111
,CO,A LAUMAYER Y COMPANIA EXPORTADORES,CARRERA 64D 103 FF 24 MEDELLIN ANT 050023 COLOMBIA ,-1
99.0,CN,A LIFE ARTS & CRAFTS, RM 803 CHEVALIER HOUSE 45-51 CHATHAM RD SOUTH ,112
99.0,CN,A LIFE ARTS & CRAFTS CO LTD, RM 803 CHEVALIER HOUSE 45-51 HONG KONG 999077 HK ,112
,CA,A LINE GREETING CARDS,30 SINCLAIR BLVD ,-1
,CN,A LITE INDUSTRIAL CO LTD, NO 13 BOAI ROAD HENGJIANG DANZAO TOWN NANHAI DISTRICT FOSHAN CITY GUANGDONG CHINA POST CODE 528216 ,-1
,IT,A M A SPA,VIA PUCCINI 28 ,-1
,BR,A M C TEXTIL LTDA, RODOVIA ANTONIO HEIL KM 5 ITAIPAVA CNPJ 75 364 570 000755 ,-1
100.0,NL,A M CARGO BARCELONA SL,A206 TERMINAL CARGA AEROPUERTO EL PRAT DE LLOBREGAT 08820 ,113
100.0,IT,A M CARGO BARCELONA SL,A206 TERMINAL CARGA AEROPUERTO EL PRAT DE LLOBREGAT 08820 ,113
100.0,GB,A M CARGO BARCELONA SL,A206 TERMINAL CARGA AEROPUERTO EL PRAT DE LLOBREGAT 08820 ,113
,PT,A M DE ALMEIDA E SILVA & FILHO LD,RUA DONA MATILDE 14 ,-1
,IT,A M GEARS SRL, VIA TUBERTINI 10 40054 BUDRIO BO ,-1
,IN,A M GLASS INTERNATIONAL OPP RASNA TALKIES BARI KA NAGLA BY PASS, ROAD ,-1
,IL,A M HAEMEK SNACKS LTD,1 HASHAMISH STREET MIGDAL HAEMEK 2310002 IL ,-1
,IL,A M HATIFAY HAEMEK LTD,SAGI 2000 INDUSTRIAL PARK MIGDAL HAEMEK 3658400 IL ,-1
,PT,A M J GALOS LDA,RUA RAINHA SANTA ISABEL N 300 GALEGOS SANTA MARIA SANTA MARIA PA ,-1
,SA,A M J GENERAL TRADE LLC,OFFICE NO 01 1ST FLOOR SHOP NO 36 FRUITS AND VEGETABLE MARKET AL AWEER DUBAI U A E P O BOX 6010 T +971 4 547 6899/+971 54 350 500 ,-1
101.0,PK,A M MERCHANDISING PVT LTD, PLOT NO:H-160 Z-60 & Z-61 SITE PHASE II SUPER HIGHWAY MALIR GADAP ,114
101.0,PK,A M MERCHANDISING PVT LTD, PLOT NO H 160 Z 60 AND Z 61 SITE PHASE II SUPER HIGHWAY MALIR ,114
102.0,PK,A MAJEED AND SONS D,264 K D A SCHEME NO 1 KARACHI PAKISTAN KARACHI PKPK,115
102.0,PK,A MAJEED AND SONS D,264 K D A SCHEME NO 1 KARACHI PAKISTAN KARACHI PK PK,115
102.0,PK,A MAJEED ANDSONS D,264 K D A SCHEME NO 1 KARACHI PAKISTAN KARACHI PKPK,115
102.0,PK,A MAJEEDAND SONS D,264 K D A SCHEME NO 1 KARACHI PAKISTAN KARACHI PK PK,115
,DE,A MANNESMANN MASCHINENFABRIK GMBH BLIEDINGHAUSER, STR 27 ,-1
103.0,CN,A MAX INC,NO 52 LANE 480 SEC 2 FENG SHIH RD FENG YUAN CITY TAIWAN 420 ,116
103.0,CN,A MAX INC,NO 52 LANE 480 SEC 2 FENG SHIH ROAD FENG YUAN CITY TAIWAN 420 ,116
103.0,CN,A MAX INC, NO 52 LANE 480 SEC 2 FENG SHIH ROAD FENG YUAN YUAN 33548 TW ,116
