Group,Country,Shipper Name,Shipper Address,Location Index
66,NO,A AND J CAMBODIA CO LTD, TAI SENG BAVET SPECIAL ECONOMIC ZONE NATIONAL ROAD NO 1 BAVET CITY ,410
66,VN,A AND J CAMBODIA CO LTD, TAI SENG BAVET SPECIAL ECONOMIC ZONE NATIONAL ROAD NO 1 ,411
,NO,A AND J CAMBODIA CO LTD, NATIONAL ROAD NO 1 SVAY RIENG KH ,412
,DE,A AND M LAKTOMAR SP Z OO,UL PRZEMYSLOWA 9C KOZIENICE 26900 PL ,413
,CN,A AND S ENTERPRISES COMPANY, RM2 13/F CROWN INDUSTRIAL BUILDING 106 HOW MING STREET KWUN ,414
67,HN,A AND T NICARAGUA S A,COYOTEPE 800 MTS AL NORTE MASAYA NICARAGUA MANAGUA NICARAGUA ,415
67,HN,A AND T NICARAGUA SA,COYOTEPE 800 MTS AL NORTE MASAYA 41000 ,416
,CN,A AND U GROUP,LIMITED BLOCK C 23 FLOOR ROCKY CENTRE NO 31HONG KONG HONG KONG ,417
,PR,A AND W ELECTRICAL AND REFRIGERATIO,URB ALIANZA 140 MOROVIS PR 00687 ,418
,IT,A ARCHIVET SAS DI DODI RICCARDO,VIA MONZORO 6 ,419
,IN,A B C INDUSTRIES TIKARA NAKAHARA, ROAD ,420
,IN,A B CARPET DURRIES,878 BURHENATH ROAD,421
,PK,A B EXPORT PVT LTD, MADE UPS LASANI PULLI NEAR KHAYABAN GARDENS SARGODHA ROAD FAISALABAD PAKISTAN ,422
68,PK,A B EXPORT PVT LTD, MANUFACTURER & EXPORTER OF TEXTILE PULLI NEAR KHAYABAN GARDENS FAISAL ABAD PB 38000 PK ,423
68,PK,A B EXPORT PVT LTD, MANUFACTURER & EXPORTER OF TEXTILE PULLI NEAR KHAYABAN GARDENS SARGOD HA ROAD FAISALABAD PB 54000 PK ,424
,NL,A B F BEARINGS B V,3 NUCLEONWEG ROOSENDAAL NB 4706PZ NL ,425
,CN,A B GLOBAL CO LTD, RM 1 8F NO 33 LN 41 SANCHONG NANGANG DIST TAIPEI CITY TAIWAN ,426
,IN,A B IMPEX,38 KAMLA ENCLAVE CHITTOR ROAD BH ILWARA RAJASTHAN INDIA,427
,ES,A B INTERIOR S L,CRTA N-340 KM 704 8 ,428
,IL,A B MASTER CARGO LTD,4 OREN ST INDUSTRIAL AREA SHOHAM ISRAEL ,429
69,TH,A BAG MS CO LTD, 647 MOO 7 MAE KU MAE SOT TAK APT 63110 THAILAND ,430
69,TH,A BAG MS CO LTD, 647 MOO 7 MAE KU SUB-DISTRICT MAE SOT DISTRICT TAK PROVINCE 63110 THAILAND ,431
,ES,A BAKERS S L,AVDA DE LA INDUSTRIA 7 BARCELONA BARCELONA CATALUNYA SPAIN TELEX : 08297 ,432
,CN,A BATH HARDWARE CORP,4F NO 100 SHING DE ROAD SAN CHUNG DISTRICT NEW TAIPEI CITY 24158 TAIWAN ,433
70,TW,A BELT LIN INDUSTRIAL & TRADE CO,NO 63 PING AN RD AN SI VILLAGE SIOUSHUEI TOWNSHIP CHANG HWA COUNTY 504 TW ,434
70,TW,A BELT LIN INDUSTRIAL TRADE CO,NO 63 PING AN RD AN SI VILLAGE CHANG HUA COUNTY 504 TAIWAN ,435
70,TW,A BELT LIN INDUSTRIAL TRADE CO LTD, NO 63 PING AN RD AN SI VILLA SIOUSHUEI TOWNSHIP CHANG HUA TW ,436
,IT,A BENEVENUTA E C SPA,FRAZIONE CROSI 4 10084 FORNO CANAVESE TO ,437
71,DE,A BERGER POLSKA SP Z O O,UL PRZYJAZNI 47A ,438
71,DE,A BERGER POLSKA SP Z O O,PRZYJAZNI 47A ,439
,LK,A BLUEHILL GRANITES INDIA PVT LTD, 819/1 NEAR RAJIV GANDHI NAGAR NEELAMBUR TAMIL NADU ,440
,IN,A BLUES CLOTHING, NO 3412C D NO 2280C GANDHI NAGAR VAVIPALAYAM P O TIRUPUR TAMIL NADU 641666 IN ,441
72,CN,A BRIGHT ELECTRONICAL & HARDWARE HU,HENG-LING DEVELOPING DISTRICT SATI HUIZHOU 44 516269 CHINA ,442
72,CN,A BRIGHT ELECTRONICAL & HARDWARE HU,HENG LING DEVELOPING DISTRICT SATI HUIZHOU GD 516000 CHINA ,443
72,CN,A BRIGHT ELECTRONICAL & HARDWARE HU,HENG-LING DEVELOPING DISTRICT SATI AN TOWN HUI-YANG ,444
73,PT,A BRITO MOBILIARIO S A,RUA DA ZONA INDUSTRIAL 844 ,445
73,PT,A BRITO MOBILIARIO SA,844 RUA DA ZONA INDUSTRIAL LORDELO 4580-565 ,446
74,ES,A BUEN PASO,AVINGUDA DEL MARESME 495 9-2 ,447
74,ES,A BUEN PASO EDITORIAL S L,AVINGUDA DEL MARESME 495 9 2 ,448
,BR,A BUHLER S/A CURTUME,AVENIDA CAPIVARA 700 RS ,449
,IN,A C BROTHERS,LAKRI FAZALPUR NH-24 MORADABA 244001 UTTAR PRADESH - INDIA PHONE: 591-2479450 FAX ,450
,IT,A C M AS P A,1 VIA CRISTOFORO COLOMBO BOLOGNA BO BO 40131 IT ,451
75,IT,A C S A,STEEL FORGINGS SPA VIA PER BILBIATE 43 OGGIONA 21040 IT ,452
75,DO,A C S A,TEEL FORGINGS S P A VIA PER SOLBIATE 43 ,453
75,IT,A C S A,STEEL FORGINGS SPA VIA PER SOLBIATE 43 ,454
,FR,A C S INTERNATIONAL GMBH,IM WESERTAL 5 ,455
,MS,A C SRL, VIA ANTONINI 9 ,456
,IN,A CAST FOUNDRY PLOT, NO : 9 HARIPAR INDUSTRIAL ARE HARIPAR PAL OPP MOTEL-THE-VILLAG GUJRAT IN GUJRAT IN ,457
76,GY,A CAYUME HAKH & SONS RICE MILL,CANE GROVE RICE MILL S N CANE GROVE DEMERARA GUYANA ,458
76,GY,A CAYUME HAKH AND SONS,CANE GROVE RICE MILL EAST COAST DEMERARA GEORGETOWN GUYANA ,459
77,IT,A CELLI NONWOVENS S P A,VIA ROMANA OVEST 252 ,460
77,IT,A CELLI NONWOVENS SPA,VIA ROMANA OVEST 252 ,460
,CA,A CHARLES,6010 C S L ,461
78,PT,A CIMENTEIRA DO LOURO S A, RUA PADRE DOMINGOS JOAQUIM PEREIRA VILA NOVA DE FAMALICAO 4760-563 PT ,462
78,PT,A CIMENTEIRA DO LOURO S A, RUA PADRE DOMINGOS JOAQUIM VILA NOVA DE FAMALICAO 4760-563 PT ,463
78,PT,A CIMENTEIRA DO LOURO S A, RUA PADRE DOMINGOS JOAQU VILA NOVA DE FAMALICAO 4760-563 PT ,464
,IN,A D INTERNATIONAL TULSI ESTATE,BLOCK NO A SHADE NO 4 & 5 NEAR ,465
,IT,A D M HOME SRL, VIA DELLORZO 59-63 Z IND ,466
,IT,A D R S P A,VIA A M CERIANI 96 UBOLDO 21040 IT ,467
,IT,A D R SPA AZ DOLCIARIE RIUNITE,VIA G BADANO 44 ,468
,FR,A DE FUSSIGNY SAS,11-17 RUE DES GARABIERS COGNAC 16100 FR ,469
,CN,A DEC HANGZHOU DENTAL EQUIPMENT CO LTD, BUILDING 5 NO 528 SHUN FENG RD TANG QI TOWN LIN PING DISTRICT HANGZHOU ZHEJIANG 311106 CN ,470
,IT,A E B INDUSTRIALE S R L, A VIA BRODOLINI 8 VALSAMOGGIA BOLO GNA EMILIA-ROMAGNA ITALY TELEX: 40053 ,471
,IT,A E G FOLONARI TENUTE S A,R L VIA DI NOZZOLE 12 LOC PASSO DEI PECORAI ,472
79,CN,A E GLOBAL TRADE CO LTD, UNIT 1103 11/F FULL WIN COMMERCIA L CENTRE UNIT C NO 573 NATHAN ROA D YAU MA TEI HONG KONG 99907 ,473
79,CN,A E GLOBAL TRADE CO LTD, UNIT 1103 11/F FULL WIN COMMERCIA L CENTRE UNIT C NO 573 NATHAN ROA D YAU MA TEI HONG KONG 999077 ,474
,DE,A E KELLER GMBH & CO,KG NIEDEREIMERFELD 10 59823 ARNSBERG ,475
,IT,A E M AGENZIE EUROPEE MARITTIME SR,VIA CECCARDI 19 GENOVA 16121 IT ,476
,CN,A EAST,3F FENGJINHUI INDUSTRIAL PARK 11 LONGYAN ROAD HUMON DONGGUAN CITY GUANGDONG PROVINCE CHINA,477
,KR,A ENERGY INTERNATIONAL CO LTD, SUITE 1604 KNN TOWER CENTUMSEO-RO 30 HAEUNDAE-GU BUSAN 48058 ,478
,PK,A ESSAK AND SONS PLOT, NO D-3 S I T E SUPER HIGHWAY SCHEME 33 PHASE 1 KARACHI SINDH 75850 PK ,479
,IN,A F INTERNATIONAL INC,OPP ROZE WALI ZARAT PEERZADA ROAD ,480
,EG,A FAKHRY & CO,1801CORNICHE EL NIL - GARDEN CITY - CAIRO 11451 - EGYPT TEL + 20/2 2795-0685 FAX + 20/2 2795-4198 ,481
80,VN,A FIRST VINA CO LTD, TAM PHUOC INDUSTRIAL ZONE BIEN HOA CITY DONG NAI PROVICE VIETNAM 084 ,482
80,VN,A FIRST VINA CO LTD, TAM PHUOC INDUSTRIAL ZONE DONG NAI 71000 VN ,483
80,VN,A FIRST VINA CO LTD, TAM PHUOC INDUSTRIAL ZONE BIEN HOA CITY DONG NAI PROVICE VIETNAM ,484
,MY,A FREE SPIRIT COMPANY SDN,BHD LOT 1203 JALAN PONGSU SERIBU MK 6 13200 KEPALA BATAS PENANG MALAYSIA ,485
81,BE,A FRYLINK & ZONEN EXPORT BV,S GRAVENDAMSEWEG 71 2211 WH NOORDWIJKERHOUT THE NETHERLANDS ,486
81,NL,A FRYLINK & ZONEN EXPORT BV,71 S GRAVENDAMSEWEG NOORDWIJKERHOUT 2210 AB ,487
81,BE,A FRYLINK & ZONEN EXPORT BV,71 S GRAVENDAMSEWEG NOORDWIJKERHOUT 2210 AB ,487
,IN,A G APPARELS PLOT, NO 762 PHASE 5 UDYOG VIHAR GURUGRAM ,488
,CN,A G C BUSINESS CONSULTING SHANGHAI LIMITED, OFFICE D FLOOR 16 YUJIA BUILDING NO 1336 HUASHAN ROAD SHANGHAI CHINA ,489
,BD,A G DRESSES LIMITED, PLOT NO 9 BLOCK-C TONGI INDUSTRI AL AREA HIMARDIGHI TONGI-1710 GA ZIPUR BANGLADESH 1710 ,490
,JP,A G E CORP, SANKYO BEKKAN 9F 7-10 1-CHOME IIDABASHI CHIYODA-KU TOKYO 102-0074 JAPAN ,491
82,BR,A G E MANAGER CONSULTORIA,AV ITALIA 192 SALA 201 SAO PELEGRINO ,492
82,BR,A G E MANAGER CONSULTORIA,AV ITALIA 192 SALA 201 BAIRRO SAO PELEGRINO ,493
,IL,A G GILRO LTD,21 HAYETZIRA ST WEST INDUSTRIAL ZONE BEIT SHEMESH 99051 IL ,494
83,IN,A G INDUSTRIES,B-55 SECTOR 83 ,495
83,IN,A G INDUSTRIES,B55 SECTOR 83 NOIDA UTTAR PRADESH ,496
,CA,A G O TRANSPORTATION INC,500 AV LEPINE DORVAL QC H9P 2V6 CANADA ,497
84,IN,A G ORGANICA PRIVATE LIMITED, PLOT NO C-11 SECTOR-85 NOIDA UTTAR PRADESH 201305 ,498
84,IN,A G ORGANICA PRIVATE LIMITED, PLOT NO C-11 SECTOR-85 ,499
,IN,A G S SHIVA SHAKTHI MART, NO 28 DEENADAYALU STREET T NAGAR CHENNAI 600 017 ,500
,DE,A G THORWARTH METALLWARENFABRIK GM,BLECHHAMMER 1 98574 SCHMALKALDEN ,501
,PH,A GARCIA LIFESTYLE INC,773 SAN VICENTE STO TOMAS PAMPANGA 2020 PHILIPPINES TEL NO 6345 409-7186 ,502
,CN,A GARMENT HK LIMITED, FLAT F 15/F BLOCK 2 WAH FUNG IND CE 33-39 KWAI FUNG CRESCENT ,503
,CN,A GLORY INDUSTRIAL CO LTD, UNIT C 9/F WINNING HOUSE 72-76 WI NG LOK STREET SHEUNG WAN HONG KON G ,504
85,IL,A GREBELSKY & SON,4 HAMELACHA STREET,505
85,IL,A GREBELSKY & SON,4 HAMELACHA ST HAR TUV A ,506
85,IL,A GREBELSKY & SON,4 HAMELACHA ST HAR TUV A IND ZONE BET SHEMESH 99065 IL ,507
85,IL,A GREBELSKY & SON CRAFTING,4 HAMELACHA STREET,508
,DM,A GRINGS S A,RUA DAS PEDREIRAS #238 ,509
86,CN,A H A INTERNATIONAL CO LTD, JINAN MANSION 306 TUN XI ROAD HEFEICN ,510
86,CN,A H A INTERNATIONAL CO LTD, JINAN MANSION 306 TUNXI RD HEFEI ANHUI ,511
87,IN,A H EXPORT PLOT, NO 12 JUGIANA NEAR BARNALA INTERNATIONAL G T ROAD LUDHIANA-141017 GSTIN 03AABHH2695M1Z4 ,512
87,IN,A H EXPORT PLOT, NO 12 JUGIANA NEAR BARNALA INTERNATIONAL G T ROAD LUDHIANA-1 ,513
87,SG,A H EXPORT PLOT, NO 12 JUGIANA NEAR BARNALA INTERNATIONAL GT ROAD ,514
,DE,A H MEYER MASCHINENFABRIK GMBH,AM BAHNHOF 54 27239 TWISTRINGEN GERMANY ,515
,PK,A H TEXTILE,15/5 SECTOR 12-C NORTH KARACHI INDUSTRIAL AREA KARACHI PAKISTAN ,516
,BE,A HARTRODT DENMARK A/S,GRONLANDSVEJ 5 8660 SKANDERBORG DENMARK ,517
88,DE,A HARTRODT DEUTSCHLAND GMBH&CO KG,2 AS AGENT FOR: AGCO INTERNATIONAL GMBH VICTOR-VON-BRUNS STRASSE 17 ,518
88,DE,A HARTRODT DEUTSCHLAND GMBH&CO KG,20097 HAMBURG AS AGENT FOR: AGCO INTERNATIONAL GMBH VICTOR VON BRUNS STRASSE 17 ,519
88,DE,A HARTRODT DEUTSCHLAND GMBH&CO KG,20097 HAMBURG AS AGENT FOR: AGCO INTERNATIONAL GMBH VICTOR-VON-BRUNS STRASSE 17 ,520
,GR,A HARTRODT GREECE SA,CHARILAOU TRIKOUPI 6 185 36 PIRAEUS GREECE ,521
,ES,A HARTRODT ITALIANA S U R L,VIA GUALCO 68F 16165 GENOVA ITALY ,522
,MX,A HARTRODT MEXICO S A DE C V, AV INSURGENTES SUR NO 800- 9 COL BENITO JUAREZ CMX 03100 MEXICO ,523
,MX,A HARTRODT MEXICO SA DE CV, AV INSURGENTES SUR 800 P 9 COL DEL LLE BENITO JUAREZ 03100 CIUDAD DE MICO RFC AHM0810275D8 CTC MARIA PINE ,524
,NL,A HARTRODT NEDERLAND B V,RIETDEKKERSTRAAT 8 RIDDERKERK ZH 2980 BM NETHERLANDS ,525
,PT,A HARTRODT PORTUGAL UNIPESSOAL LDA,RUA DA BOTICA 252 2 D MOREIRA DA MAIA PORTUGAL ,526
,JP,A HARTRODT TURKEY LOJISTIK LTD,STI OSMANAGA MAH DEREGAZINOSU SOK NO 17 D:8 34714 KADIKOY ISTANBUL 3 18 TURKEY ,527
,GR,A HATZOPOULOS SA,ARKADIOU 19 ST ,528
,TW,A HENG ENTERPROSE CO LTD, NO 42 ZHONGXING 1ST ST LUZHU SHIA TAOYUAN COUNTY 338 TAOYUAN TAIWAN ,529
,DE,A HITSCHER & SOHN GMBH,INDUSTRIES 36-40 ,530
89,CA,A HQ LOGISTICS INC, 160-2268 NO 5 RICHMOND BC V6X2T1 C A ,531
89,CA,A HQ LOGISTICS INC, 160-2268 NO 5 ROAD RICHMOND BC V6X 2T1 CA ,532
89,CA,A HQ LOGISTICS INC, 160-2268 NO 5 ROAD RICHMOND BC V6V 1N6 CA ,533
89,CA,A HQ LOGISTICS INC, 160-2268 NO 5 ROAD RICHMOND BC V6X2T1 CA ,532
,VN,A HWA TRADE CO LTD, #1602 102DONG 175 GILJUNAM-RO BU PYEONG-GU INCHEON KOREA ,534
,TH,A I 2012 CO LTD, 81/4-5 MOO 2 RAMA 2 RD BANGNUMJEAD ,535
,SG,A I LEATHER 18/D TOPSIA, ROAD KOLKATA 700039 WESTBENGAL INDIA ,536
,DE,A I M ALL IN METAL GMBH,AM LEUCHTENBAU 5 ,537
,AN,A I M ALL IN METALL GMBH,STEINBEISSTR 6 MARKGROENINGEN 71706 DE ,538
,DE,A I M ALLES IM METALL GMBH,STEINBEISSTRASSE 6 ,539
,TW,A I M Y CO LTD, NO 395 SEC 1 LINSEN RD 6F -10 EAST DIST 71051 TW ,540
,ES,A I O TRADE CO UK LTD,26 TENBY ROAD MOSELEY BIRMINGHAM ,541
90,VN,A I S VIETNAM CO LTD, NO 9 ROAD 11 BAC NINH 16000 VN ,542
90,VN,A I S VIETNAM CO LTD, NO 9 ROAD 11 TU SON 16000 VN ,543
,DE,A I T METALLBEARBEITUNG,LANGE STRASSE 24 72275 ALPIRSBACH ,544
,TH,A J & R HOLDINGS CO LTD, 788 MOO 2 AMPHUR MUENG 10280 TH ,545
,JM,A J BARNED & SONS LTD,AS AGENTS FOR EMANUEK PETRUT-TRANDAFIR 78-80 BARBICAN ROAD TH 26 KINGSTON 6 JAMAICA W I ,546
,JM,A J BARNED & SONSLTD AS AGENT FOR EASISPICE MANUFACTURERS LTD,1 GREAT GEORGE STREET SAVANNA LA MAR WESTMORELAND JAMAICA ,547
,CA,A J CARIB SHIPPING,93 QUANTRELL TRAIL ,548
,PT,A J COSTA IRMAOS LDA,ESTRADA DAS LIGEIRAS LOTE 10 CACEM 11 2735-337 PORTUGAL ,549
,ES,A J MAURITZEN & CO LTD, 90 QUEEN STREET PORT OF SPAIN TRINIDAD FOR DEISE MONTEIRO BARROS ,550
,TH,A J PLAST PUBLIC CO LTD, 95 THAKARM ROAD SAMAEDAM BANGKHUNTIEN BANGKOK 10150 THAILAND TEL : +662 415-0035 FAX ,551
91,VN,A J VIETNAM CO LTD,CENTURY DISTRIBUTION SYSTEMS ON BEHALF OF A J VIETNAM CO LTD LOT NO 47-10 N16 STREET PHUOC DONG IND PARK PHUOC DONG COMMUNE GO DAU,552
91,VN,A J VIETNAM CO LTD, LOT NO 47-10 N16 STREET PHUOC DON PHUOC DONG COMMUNE GO DAU DISTRICT ,553
91,VN,A J VIETNAM CO LTD,CENTURY DISTRIBUTION SYSTEMS INC ON BEHALF OF A J VIETNAM CO LTD LOT NO 47-10 N16 STREET PHUOC DONG IND PARK PHUOC DONG COMMUNE GO DAU,554
92,TW,A JATE STEEL CO LTD, 5F 2 395 SEC 1 LIN SEN RD TAINAN TW ,555
92,TW,A JATE STEEL CO LTD, 5F -2 NO 395 SEC 1 LIN-SEN RD EAST DIST ,556
93,CN,A JAX INTERNATIONAL CO LTD, NO 68 55TH LANE DAFU ROAD BEITUN D TAICHUNG TAICHUNG 40679 TAIWAN ,557
93,CN,A JAX INTERNATIONAL CO LTD, NO 68 55TH LANE DAFU ROAD BEITUN DISTRICT 40679 TAICHUNG TW ,558
,CN,A JAY TRADERM2003,20/F SOUTH TOWER PLAZA #437 DONGFENG ZHONG RD YUEXIU DIST GUANGZHOU,559
,TW,A JOHN ENTERPRISE CO LTD, FL 5 NO 8 SEC 1 CHUNG HSING RD WUGU DIST ,560
,DO,A K AGROINDUSTRIAL SRL, 3038 NW NORTH RIVER DRIVE ,561
,IN,A K GARMENTS, NO 2/343 1 SRC NAGAR GANAPATHIPALAYAM PO ,562
,IN,A K HANDICRAFT,A-132 NEW SEELAMPUR ,563
94,BD,A K M KNIT WEAR LTD,14 GEDDA KARNAPARA ULAIL SAVAR DHAKA-1340 BANGLADESH ,564
94,BD,A K M KNITWEAR LTD,14 GEDDA KARNAPARA ULAIL SAVAR DHAKA DHAKA BANGLADESH ,565
94,LK,A K M KNITWEAR LTD,14 GEDDA KARNAPARA ULAIL SAVAR ,566
,IN,A K R EXPORT,34-O A RAMASAMY STREET GANDHI NAGAR ERODE - 638009 INDIA,567
,SE,A K S SNICKERI AB,HALLSTORP 21 OXABACK 511 95 SE ,568
95,CN,A K STAMPING SHANGHAI COMPANY INC, 789 PUXING ROAD MINHANG SHANGHAI CHINA 201114 ,569
95,CN,A K STAMPING SHANGHAI COMPANY INC, 789 PUXING ROAD SHANGHAI CHINA 201114 ,570
,DE,A KAYSER AUTOMOTIVE SYSTEMS GMBH,HULLERSER LANDSTR 43 EINBECK 37574 DE ,571
96,TW,A KRAFT TOOLS MANUFACTURING CO LT, D NO 21-1 LANE 557 JHONG JHENG RD 1 F WUFENG DIST 41359 TW ,572
96,TW,A KRAFT TOOLS MANUFACTURING CO LTD, NO 21 1 LANE 557 ZHONGZHENG RD WUFENG DIST ,573
,JP,A KUARTET GIDA PAZARLAMA IC VE DIS,MANSUROGLU MAH ANKARA CAD NO:81/4 BAYRAKLI 35 35000 TURKIYE ,574
,IT,A L B A SRL, 87/R VIA BORZOLI GENOVA GE GE 16153 IT ,575
,IT,A L B SPA,LOCALITA MONTE DI DEU ,576
,IN,A L COLDFORGE PVT LTD, E 23 FOCAL POINT PHASE IV LUDHIANA 141010 PUNJAB INDIA ,577
97,GP,A L F UNO S P A,VIA SAN PIO X 17 FRANCENIGO DI GAIARINE 31018 TREVISO TV ITALY ,578
97,FR,A L F UNO S P A,VIA SAN PIO X 17 ,579
97,FR,A L F UNO SPA,VIA S PIO X 17 31010 FRANCENIGO DI GAIARINE TV ITALY ,580
,FR,A L F UNO SPA,ITALY 31010 FRANCENIGO DI GAIARINE TV VIA S PIO X 17 ,581
,CN,A L GLOBAL TRADE CO LTD,UNIT 2505 25F THE SUNS GROUP CENTRENO 200 GLOUCESTER ROAD WANCHAI HONG KONG 999077 ,582
,IT,A L I DI LIVINIO CORRADI,AEREOMARE LOGISTICA INTERNAZIONALE VIA ASMARA 3/C CARGO VILLAGE 56121 - PISA ,583
,IN,A L PAPER HOUSE LLP NEAR TEMPO STAND SHIKARPURA, ROAD SHANGANER ,584
,IN,A L PAPER HOUSE LLP SANGANER NEAR TEMPO STAND SHIKARPURA, ROAD 302029 JAIPUR IN ,585
,DE,A LANDERER GMBH & CO,KG HEINZ-LANDERER-STRASSE 1 ,586
,CO,A LAUMAYER & CA EXPORTADORES DE CAF E S A,C ARRERA 64D 103FF 24 B ELLO C O ,587
98,CO,A LAUMAYER & CIA EXPORTADORES,DE CAFE SA NIT 890 900 115-1 CARRERA 64D NUMERO 103FF-24 PHONE:2671647 FAX:4380973 ,588
98,CO,A LAUMAYER CIA EXPORTADORES DE,CAFE SA NIT 890 900 115 1 CARRERA 64D NUMERO 103FF-24 PHONE:2671647 FAX:4380973 ,589
98,CO,A LAUMAYER Y CIA EXPORTADORES DECAFE S A,S NIT - 890 900 115-1CRA64D NO 103FF-24 TEL 2671647FAX 4380973 MEDELLIN - COLOMBIA ,590
,CO,A LAUMAYER Y COMPANIA EXPORTADORES,CARRERA 64D 103 FF 24 MEDELLIN ANT 050023 COLOMBIA ,591
99,CN,A LIFE ARTS & CRAFTS, RM 803 CHEVALIER HOUSE 45-51 CHATHAM RD SOUTH ,592
99,CN,A LIFE ARTS & CRAFTS CO LTD, RM 803 CHEVALIER HOUSE 45-51 HONG KONG 999077 HK ,593
,CA,A LINE GREETING CARDS,30 SINCLAIR BLVD ,594
,CN,A LITE INDUSTRIAL CO LTD, NO 13 BOAI ROAD HENGJIANG DANZAO TOWN NANHAI DISTRICT FOSHAN CITY GUANGDONG CHINA POST CODE 528216 ,595
,IT,A M A SPA,VIA PUCCINI 28 ,596
,BR,A M C TEXTIL LTDA, RODOVIA ANTONIO HEIL KM 5 ITAIPAVA CNPJ 75 364 570 000755 ,597
100,NL,A M CARGO BARCELONA SL,A206 TERMINAL CARGA AEROPUERTO EL PRAT DE LLOBREGAT 08820 ,598
100,IT,A M CARGO BARCELONA SL,A206 TERMINAL CARGA AEROPUERTO EL PRAT DE LLOBREGAT 08820 ,598
100,GB,A M CARGO BARCELONA SL,A206 TERMINAL CARGA AEROPUERTO EL PRAT DE LLOBREGAT 08820 ,598
,PT,A M DE ALMEIDA E SILVA & FILHO LD,RUA DONA MATILDE 14 ,599
,IT,A M GEARS SRL, VIA TUBERTINI 10 40054 BUDRIO BO ,600
,IN,A M GLASS INTERNATIONAL OPP RASNA TALKIES BARI KA NAGLA BY PASS, ROAD ,601
,IL,A M HAEMEK SNACKS LTD,1 HASHAMISH STREET MIGDAL HAEMEK 2310002 IL ,602
,IL,A M HATIFAY HAEMEK LTD,SAGI 2000 INDUSTRIAL PARK MIGDAL HAEMEK 3658400 IL ,603
,PT,A M J GALOS LDA,RUA RAINHA SANTA ISABEL N 300 GALEGOS SANTA MARIA SANTA MARIA PA ,604
,SA,A M J GENERAL TRADE LLC,OFFICE NO 01 1ST FLOOR SHOP NO 36 FRUITS AND VEGETABLE MARKET AL AWEER DUBAI U A E P O BOX 6010 T +971 4 547 6899/+971 54 350 500 ,605
101,PK,A M MERCHANDISING PVT LTD, PLOT NO:H-160 Z-60 & Z-61 SITE PHASE II SUPER HIGHWAY MALIR GADAP ,606
101,PK,A M MERCHANDISING PVT LTD, PLOT NO H 160 Z 60 AND Z 61 SITE PHASE II SUPER HIGHWAY MALIR ,607
102,PK,A MAJEED AND SONS D,264 K D A SCHEME NO 1 KARACHI PAKISTAN KARACHI PKPK,608
102,PK,A MAJEED AND SONS D,264 K D A SCHEME NO 1 KARACHI PAKISTAN KARACHI PK PK,608
102,PK,A MAJEED ANDSONS D,264 K D A SCHEME NO 1 KARACHI PAKISTAN KARACHI PKPK,608
102,PK,A MAJEEDAND SONS D,264 K D A SCHEME NO 1 KARACHI PAKISTAN KARACHI PK PK,608
,DE,A MANNESMANN MASCHINENFABRIK GMBH BLIEDINGHAUSER, STR 27 ,609
103,CN,A MAX INC,NO 52 LANE 480 SEC 2 FENG SHIH RD FENG YUAN CITY TAIWAN 420 ,610
103,CN,A MAX INC,NO 52 LANE 480 SEC 2 FENG SHIH ROAD FENG YUAN CITY TAIWAN 420 ,611
103,CN,A MAX INC, NO 52 LANE 480 SEC 2 FENG SHIH ROAD FENG YUAN YUAN 33548 TW ,612
103,CN,A MAX INC, NO 52 LANE 480 SEC 2 TWTXG 99999 TW ,613
,IL,A MESHI COSMETIC INDUSTRIES, SHIMON HBURSKAI 8 BAT YAM 57504 IL ,614
,CN,A MODE LIMITED, ROOM 2005 20 F LAURELS INDUSTRIAL CENTRE 32 TAI YAU STREET SAN PO KONGKOWLOON HONG KONG ,615
104,AU,A N COOKE MANUFACTURING CO PTY LTD, 53 SHEEHAN ROAD HEIDELBERG WEST VIC 3081 AU ,616
104,AU,A N COOKE MFG CO PTY LTD, 53 SHEEHAN RD HEIDELBERG WEST 3081 AU ,617
104,EH,A N COOKE MFG CO PTY LTD, 53 SHEEHAN RD HEIDELBERG WEST 3081 AU ,617
,IN,A N G EXPORT,70 73 SEC-29 PART-II HUDA PANIPAT-132104 ,618
105,HK,A N INTERNATIONAL SHOP, NO 85F SARASWATI VIHAR ,619
105,na,A N INTERNATIONAL SHOP, NO 85F SARASWATI VIHAR ,619
,PK,A N LEATHER GLOVES TRADE DOBURJI MALLIAN DASKA, ROAD SIALKOT PB 51310 PAKISTAN ,620
,IN,A N S 127/C VARDHAMAN CHAMBER KALYAN, STREET MASJID EAST ,621
,IN,A N S 127/C VARDHAMAN CHAMBER KALYAN,DHL ISC O/B A N S 127/C VARDHAMAN CHAMBER KALYAN STREET MASJID EAST MUMBAI - 400 009 INDIA --,622
,HK,A N S 127/C VARDHMAN CHAMBER KALYAN, STREET MASJID EAST ,623
106,PK,A N SOURCING ANGORA TEXTILE MILLS 15KM SHAHPUR MULTAN, ROAD LAHORE LAHORE PK ,624
106,PK,A N SOURCING ANGORA TEXTILE MILLS 15KM SHAHPUR MULTAN, ROAD LAHORE PK ,625
,PK,A N T GLOVES INTERNATIONAL BUTT, ROAD SHAHAB PURA SIALKOT-PAKISTAN ,626
,TW,A O K INDUSTRIAL CORP, TAIPEI WORLD TRADE CENTER 4F-16 NO 5 SEC 5 SHIN-I ROAD TAIPEI TAIWAN ,627
