Group,Country,Shipper Name,Shipper Address 
,CN,A B GLOBAL CO LTD, RM 1 8F NO 33 LN 41 SANCHONG NANGANG DIST TAIPEI CITY TAIWAN 
,IN,A B IMPEX,38 KAMLA ENCLAVE CHITTOR ROAD BH ILWARA RAJASTHAN INDIA
,ES,A B INTERIOR S L,CRTA N-340 KM 704 8 
,IL,A B MASTER CARGO LTD,4 OREN ST INDUSTRIAL AREA SHOHAM ISRAEL 
69,TH,A BAG MS CO LTD, 647 MOO 7 MAE KU MAE SOT TAK APT 63110 THAILAND 
69,TH,A BAG MS CO LTD, 647 MOO 7 MAE KU SUB-DISTRICT MAE SOT DISTRICT TAK PROVINCE 63110 THAILAND 
,ES,A BAKERS S L,AVDA DE LA INDUSTRIA 7 BARCELONA BARCELONA CATALUNYA SPAIN TELEX : 08297 
,CN,A BATH HARDWARE CORP,4F NO 100 SHING DE ROAD SAN CHUNG DISTRICT NEW TAIPEI CITY 24158 TAIWAN 
70,TW,A BELT LIN INDUSTRIAL & TRADE CO,NO 63 PING AN RD AN SI VILLAGE SIOUSHUEI TOWNSHIP CHANG HWA COUNTY 504 TW 
70,TW,A BELT LIN INDUSTRIAL TRADE CO,NO 63 PING AN RD AN SI VILLAGE CHANG HUA COUNTY 504 TAIWAN 
70,TW,A BELT LIN INDUSTRIAL TRADE CO LTD, NO 63 PING AN RD AN SI VILLA SIOUSHUEI TOWNSHIP CHANG HUA TW 
,IT,A BENEVENUTA E C SPA,FRAZIONE CROSI 4 10084 FORNO CANAVESE TO 
71,DE,A BERGER POLSKA SP Z O O,UL PRZYJAZNI 47A 
71,DE,A BERGER POLSKA SP Z O O,PRZYJAZNI 47A 
,LK,A BLUEHILL GRANITES INDIA PVT LTD, 819/1 NEAR RAJIV GANDHI NAGAR NEELAMBUR TAMIL NADU 
,IN,A BLUES CLOTHING, NO 3412C D NO 2280C GANDHI NAGAR VAVIPALAYAM P O TIRUPUR TAMIL NADU 641666 IN 
72,CN,A BRIGHT ELECTRONICAL & HARDWARE HU,HENG-LING DEVELOPING DISTRICT SATI HUIZHOU 44 516269 CHINA 
72,CN,A BRIGHT ELECTRONICAL & HARDWARE HU,HENG LING DEVELOPING DISTRICT SATI HUIZHOU GD 516000 CHINA 
72,CN,A BRIGHT ELECTRONICAL & HARDWARE HU,HENG-LING DEVELOPING DISTRICT SATI AN TOWN HUI-YANG 
73,PT,A BRITO MOBILIARIO S A,RUA DA ZONA INDUSTRIAL 844 
73,PT,A BRITO MOBILIARIO SA,844 RUA DA ZONA INDUSTRIAL LORDELO 4580-565 
74,ES,A BUEN PASO,AVINGUDA DEL MARESME 495 9-2 
74,ES,A BUEN PASO EDITORIAL S L,AVINGUDA DEL MARESME 495 9 2 
,BR,A BUHLER S/A CURTUME,AVENIDA CAPIVARA 700 RS 
,IN,A C BROTHERS,LAKRI FAZALPUR NH-24 MORADABA 244001 UTTAR PRADESH - INDIA PHONE: 591-2479450 FAX 
,IT,A C M AS P A,1 VIA CRISTOFORO COLOMBO BOLOGNA BO BO 40131 IT 
75,IT,A C S A,STEEL FORGINGS SPA VIA PER BILBIATE 43 OGGIONA 21040 IT 
75,DO,A C S A,TEEL FORGINGS S P A VIA PER SOLBIATE 43 
75,IT,A C S A,STEEL FORGINGS SPA VIA PER SOLBIATE 43 
,FR,A C S INTERNATIONAL GMBH,IM WESERTAL 5 
,MS,A C SRL, VIA ANTONINI 9 
,IN,A CAST FOUNDRY PLOT, NO : 9 HARIPAR INDUSTRIAL ARE HARIPAR PAL OPP MOTEL-THE-VILLAG GUJRAT IN GUJRAT IN 
76,GY,A CAYUME HAKH & SONS RICE MILL,CANE GROVE RICE MILL S N CANE GROVE DEMERARA GUYANA 
76,GY,A CAYUME HAKH AND SONS,CANE GROVE RICE MILL EAST COAST DEMERARA GEORGETOWN GUYANA 
77,IT,A CELLI NONWOVENS S P A,VIA ROMANA OVEST 252 
77,IT,A CELLI NONWOVENS SPA,VIA ROMANA OVEST 252 
,CA,A CHARLES,6010 C S L 
78,PT,A CIMENTEIRA DO LOURO S A, RUA PADRE DOMINGOS JOAQUIM PEREIRA VILA NOVA DE FAMALICAO 4760-563 PT 
78,PT,A CIMENTEIRA DO LOURO S A, RUA PADRE DOMINGOS JOAQUIM VILA NOVA DE FAMALICAO 4760-563 PT 
78,PT,A CIMENTEIRA DO LOURO S A, RUA PADRE DOMINGOS JOAQU VILA NOVA DE FAMALICAO 4760-563 PT 
,IN,A D INTERNATIONAL TULSI ESTATE,BLOCK NO A SHADE NO 4 & 5 NEAR 
,IT,A D M HOME SRL, VIA DELLORZO 59-63 Z IND 
,IT,A D R S P A,VIA A M CERIANI 96 UBOLDO 21040 IT 
,IT,A D R SPA AZ DOLCIARIE RIUNITE,VIA G BADANO 44 
,FR,A DE FUSSIGNY SAS,11-17 RUE DES GARABIERS COGNAC 16100 FR 
,CN,A DEC HANGZHOU DENTAL EQUIPMENT CO LTD, BUILDING 5 NO 528 SHUN FENG RD TANG QI TOWN LIN PING DISTRICT HANGZHOU ZHEJIANG 311106 CN 
,IT,A E B INDUSTRIALE S R L, A VIA BRODOLINI 8 VALSAMOGGIA BOLO GNA EMILIA-ROMAGNA ITALY TELEX: 40053 
,IT,A E G FOLONARI TENUTE S A,R L VIA DI NOZZOLE 12 LOC PASSO DEI PECORAI 
79,CN,A E GLOBAL TRADE CO LTD, UNIT 1103 11/F FULL WIN COMMERCIA L CENTRE UNIT C NO 573 NATHAN ROA D YAU MA TEI HONG KONG 99907 
79,CN,A E GLOBAL TRADE CO LTD, UNIT 1103 11/F FULL WIN COMMERCIA L CENTRE UNIT C NO 573 NATHAN ROA D YAU MA TEI HONG KONG 999077 
,DE,A E KELLER GMBH & CO,KG NIEDEREIMERFELD 10 59823 ARNSBERG 
,IT,A E M AGENZIE EUROPEE MARITTIME SR,VIA CECCARDI 19 GENOVA 16121 IT 
,CN,A EAST,3F FENGJINHUI INDUSTRIAL PARK 11 LONGYAN ROAD HUMON DONGGUAN CITY GUANGDONG PROVINCE CHINA
,KR,A ENERGY INTERNATIONAL CO LTD, SUITE 1604 KNN TOWER CENTUMSEO-RO 30 HAEUNDAE-GU BUSAN 48058 
,PK,A ESSAK AND SONS PLOT, NO D-3 S I T E SUPER HIGHWAY SCHEME 33 PHASE 1 KARACHI SINDH 75850 PK 
,IN,A F INTERNATIONAL INC,OPP ROZE WALI ZARAT PEERZADA ROAD 
,EG,A FAKHRY & CO,1801CORNICHE EL NIL - GARDEN CITY - CAIRO 11451 - EGYPT TEL + 20/2 2795-0685 FAX + 20/2 2795-4198 
80,VN,A FIRST VINA CO LTD, TAM PHUOC INDUSTRIAL ZONE BIEN HOA CITY DONG NAI PROVICE VIETNAM 084 
80,VN,A FIRST VINA CO LTD, TAM PHUOC INDUSTRIAL ZONE DONG NAI 71000 VN 
80,VN,A FIRST VINA CO LTD, TAM PHUOC INDUSTRIAL ZONE BIEN HOA CITY DONG NAI PROVICE VIETNAM 
,MY,A FREE SPIRIT COMPANY SDN,BHD LOT 1203 JALAN PONGSU SERIBU MK 6 13200 KEPALA BATAS PENANG MALAYSIA 
81,BE,A FRYLINK & ZONEN EXPORT BV,S GRAVENDAMSEWEG 71 2211 WH NOORDWIJKERHOUT THE NETHERLANDS 
81,NL,A FRYLINK & ZONEN EXPORT BV,71 S GRAVENDAMSEWEG NOORDWIJKERHOUT 2210 AB 
81,BE,A FRYLINK & ZONEN EXPORT BV,71 S GRAVENDAMSEWEG NOORDWIJKERHOUT 2210 AB 
,IN,A G APPARELS PLOT, NO 762 PHASE 5 UDYOG VIHAR GURUGRAM 
,CN,A G C BUSINESS CONSULTING SHANGHAI LIMITED, OFFICE D FLOOR 16 YUJIA BUILDING NO 1336 HUASHAN ROAD SHANGHAI CHINA 
,BD,A G DRESSES LIMITED, PLOT NO 9 BLOCK-C TONGI INDUSTRI AL AREA HIMARDIGHI TONGI-1710 GA ZIPUR BANGLADESH 1710 
,JP,A G E CORP, SANKYO BEKKAN 9F 7-10 1-CHOME IIDABASHI CHIYODA-KU TOKYO 102-0074 JAPAN 
82,BR,A G E MANAGER CONSULTORIA,AV ITALIA 192 SALA 201 SAO PELEGRINO 
82,BR,A G E MANAGER CONSULTORIA,AV ITALIA 192 SALA 201 BAIRRO SAO PELEGRINO 
,IL,A G GILRO LTD,21 HAYETZIRA ST WEST INDUSTRIAL ZONE BEIT SHEMESH 99051 IL 
83,IN,A G INDUSTRIES,B-55 SECTOR 83 
83,IN,A G INDUSTRIES,B55 SECTOR 83 NOIDA UTTAR PRADESH 
,CA,A G O TRANSPORTATION INC,500 AV LEPINE DORVAL QC H9P 2V6 CANADA 
84,IN,A G ORGANICA PRIVATE LIMITED, PLOT NO C-11 SECTOR-85 NOIDA UTTAR PRADESH 201305 
84,IN,A G ORGANICA PRIVATE LIMITED, PLOT NO C-11 SECTOR-85 
,IN,A G S SHIVA SHAKTHI MART, NO 28 DEENADAYALU STREET T NAGAR CHENNAI 600 017 
,DE,A G THORWARTH METALLWARENFABRIK GM,BLECHHAMMER 1 98574 SCHMALKALDEN 
,PH,A GARCIA LIFESTYLE INC,773 SAN VICENTE STO TOMAS PAMPANGA 2020 PHILIPPINES TEL NO 6345 409-7186 
,CN,A GARMENT HK LIMITED, FLAT F 15/F BLOCK 2 WAH FUNG IND CE 33-39 KWAI FUNG CRESCENT 
,CN,A GLORY INDUSTRIAL CO LTD, UNIT C 9/F WINNING HOUSE 72-76 WI NG LOK STREET SHEUNG WAN HONG KON G 
85,IL,A GREBELSKY & SON,4 HAMELACHA STREET
85,IL,A GREBELSKY & SON,4 HAMELACHA ST HAR TUV A 
85,IL,A GREBELSKY & SON,4 HAMELACHA ST HAR TUV A IND ZONE BET SHEMESH 99065 IL 
85,IL,A GREBELSKY & SON CRAFTING,4 HAMELACHA STREET
,DM,A GRINGS S A,RUA DAS PEDREIRAS #238 
86,CN,A H A INTERNATIONAL CO LTD, JINAN MANSION 306 TUN XI ROAD HEFEICN 
86,CN,A H A INTERNATIONAL CO LTD, JINAN MANSION 306 TUNXI RD HEFEI ANHUI 
87,IN,A H EXPORT PLOT, NO 12 JUGIANA NEAR BARNALA INTERNATIONAL G T ROAD LUDHIANA-141017 GSTIN 03AABHH2695M1Z4 
87,IN,A H EXPORT PLOT, NO 12 JUGIANA NEAR BARNALA INTERNATIONAL G T ROAD LUDHIANA-1 
87,SG,A H EXPORT PLOT, NO 12 JUGIANA NEAR BARNALA INTERNATIONAL GT ROAD 
,DE,A H MEYER MASCHINENFABRIK GMBH,AM BAHNHOF 54 27239 TWISTRINGEN GERMANY 
,PK,A H TEXTILE,15/5 SECTOR 12-C NORTH KARACHI INDUSTRIAL AREA KARACHI PAKISTAN 
,BE,A HARTRODT DENMARK A/S,GRONLANDSVEJ 5 8660 SKANDERBORG DENMARK 
88,DE,A HARTRODT DEUTSCHLAND GMBH&CO KG,2 AS AGENT FOR: AGCO INTERNATIONAL GMBH VICTOR-VON-BRUNS STRASSE 17 
88,DE,A HARTRODT DEUTSCHLAND GMBH&CO KG,20097 HAMBURG AS AGENT FOR: AGCO INTERNATIONAL GMBH VICTOR VON BRUNS STRASSE 17 
88,DE,A HARTRODT DEUTSCHLAND GMBH&CO KG,20097 HAMBURG AS AGENT FOR: AGCO INTERNATIONAL GMBH VICTOR-VON-BRUNS STRASSE 17 
,GR,A HARTRODT GREECE SA,CHARILAOU TRIKOUPI 6 185 36 PIRAEUS GREECE 
,ES,A HARTRODT ITALIANA S U R L,VIA GUALCO 68F 16165 GENOVA ITALY 
,MX,A HARTRODT MEXICO S A DE C V, AV INSURGENTES SUR NO 800- 9 COL BENITO JUAREZ CMX 03100 MEXICO 
,MX,A HARTRODT MEXICO SA DE CV, AV INSURGENTES SUR 800 P 9 COL DEL LLE BENITO JUAREZ 03100 CIUDAD DE MICO RFC AHM0810275D8 CTC MARIA PINE 
,NL,A HARTRODT NEDERLAND B V,RIETDEKKERSTRAAT 8 RIDDERKERK ZH 2980 BM NETHERLANDS 
,PT,A HARTRODT PORTUGAL UNIPESSOAL LDA,RUA DA BOTICA 252 2 D MOREIRA DA MAIA PORTUGAL 
,JP,A HARTRODT TURKEY LOJISTIK LTD,STI OSMANAGA MAH DEREGAZINOSU SOK NO 17 D:8 34714 KADIKOY ISTANBUL 3 18 TURKEY 
,GR,A HATZOPOULOS SA,ARKADIOU 19 ST 
,TW,A HENG ENTERPROSE CO LTD, NO 42 ZHONGXING 1ST ST LUZHU SHIA TAOYUAN COUNTY 338 TAOYUAN TAIWAN 
,DE,A HITSCHER & SOHN GMBH,INDUSTRIES 36-40 
89,CA,A HQ LOGISTICS INC, 160-2268 NO 5 RICHMOND BC V6X2T1 C A 
89,CA,A HQ LOGISTICS INC, 160-2268 NO 5 ROAD RICHMOND BC V6X 2T1 CA 
89,CA,A HQ LOGISTICS INC, 160-2268 NO 5 ROAD RICHMOND BC V6V 1N6 CA 
89,CA,A HQ LOGISTICS INC, 160-2268 NO 5 ROAD RICHMOND BC V6X2T1 CA 
,VN,A HWA TRADE CO LTD, #1602 102DONG 175 GILJUNAM-RO BU PYEONG-GU INCHEON KOREA 
,TH,A I 2012 CO LTD, 81/4-5 MOO 2 RAMA 2 RD BANGNUMJEAD 
,SG,A I LEATHER 18/D TOPSIA, ROAD KOLKATA 700039 WESTBENGAL INDIA 
,DE,A I M ALL IN METAL GMBH,AM LEUCHTENBAU 5 
,AN,A I M ALL IN METALL GMBH,STEINBEISSTR 6 MARKGROENINGEN 71706 DE 
,DE,A I M ALLES IM METALL GMBH,STEINBEISSTRASSE 6 
,TW,A I M Y CO LTD, NO 395 SEC 1 LINSEN RD 6F -10 EAST DIST 71051 TW 
,ES,A I O TRADE CO UK LTD,26 TENBY ROAD MOSELEY BIRMINGHAM 
90,VN,A I S VIETNAM CO LTD, NO 9 ROAD 11 BAC NINH 16000 VN 
90,VN,A I S VIETNAM CO LTD, NO 9 ROAD 11 TU SON 16000 VN 
,DE,A I T METALLBEARBEITUNG,LANGE STRASSE 24 72275 ALPIRSBACH 
,TH,A J & R HOLDINGS CO LTD, 788 MOO 2 AMPHUR MUENG 10280 TH 
,JM,A J BARNED & SONS LTD,AS AGENTS FOR EMANUEK PETRUT-TRANDAFIR 78-80 BARBICAN ROAD TH 26 KINGSTON 6 JAMAICA W I 
,JM,A J BARNED & SONSLTD AS AGENT FOR EASISPICE MANUFACTURERS LTD,1 GREAT GEORGE STREET SAVANNA LA MAR WESTMORELAND JAMAICA 
,CA,A J CARIB SHIPPING,93 QUANTRELL TRAIL 
,PT,A J COSTA IRMAOS LDA,ESTRADA DAS LIGEIRAS LOTE 10 CACEM 11 2735-337 PORTUGAL 
,ES,A J MAURITZEN & CO LTD, 90 QUEEN STREET PORT OF SPAIN TRINIDAD FOR DEISE MONTEIRO BARROS 
,TH,A J PLAST PUBLIC CO LTD, 95 THAKARM ROAD SAMAEDAM BANGKHUNTIEN BANGKOK 10150 THAILAND TEL : +662 415-0035 FAX 
91,VN,A J VIETNAM CO LTD,CENTURY DISTRIBUTION SYSTEMS ON BEHALF OF A J VIETNAM CO LTD LOT NO 47-10 N16 STREET PHUOC DONG IND PARK PHUOC DONG COMMUNE GO DAU
91,VN,A J VIETNAM CO LTD, LOT NO 47-10 N16 STREET PHUOC DON PHUOC DONG COMMUNE GO DAU DISTRICT 
91,VN,A J VIETNAM CO LTD,CENTURY DISTRIBUTION SYSTEMS INC ON BEHALF OF A J VIETNAM CO LTD LOT NO 47-10 N16 STREET PHUOC DONG IND PARK PHUOC DONG COMMUNE GO DAU
92,TW,A JATE STEEL CO LTD, 5F 2 395 SEC 1 LIN SEN RD TAINAN TW 
92,TW,A JATE STEEL CO LTD, 5F -2 NO 395 SEC 1 LIN-SEN RD EAST DIST 
93,CN,A JAX INTERNATIONAL CO LTD, NO 68 55TH LANE DAFU ROAD BEITUN D TAICHUNG TAICHUNG 40679 TAIWAN 
93,CN,A JAX INTERNATIONAL CO LTD, NO 68 55TH LANE DAFU ROAD BEITUN DISTRICT 40679 TAICHUNG TW 
,CN,A JAY TRADERM2003,20/F SOUTH TOWER PLAZA #437 DONGFENG ZHONG RD YUEXIU DIST GUANGZHOU
,TW,A JOHN ENTERPRISE CO LTD, FL 5 NO 8 SEC 1 CHUNG HSING RD WUGU DIST 
,DO,A K AGROINDUSTRIAL SRL, 3038 NW NORTH RIVER DRIVE 
,IN,A K GARMENTS, NO 2/343 1 SRC NAGAR GANAPATHIPALAYAM PO 
,IN,A K HANDICRAFT,A-132 NEW SEELAMPUR 
94,BD,A K M KNIT WEAR LTD,14 GEDDA KARNAPARA ULAIL SAVAR DHAKA-1340 BANGLADESH 
94,BD,A K M KNITWEAR LTD,14 GEDDA KARNAPARA ULAIL SAVAR DHAKA DHAKA BANGLADESH 
94,LK,A K M KNITWEAR LTD,14 GEDDA KARNAPARA ULAIL SAVAR 
,IN,A K R EXPORT,34-O A RAMASAMY STREET GANDHI NAGAR ERODE - 638009 INDIA
,SE,A K S SNICKERI AB,HALLSTORP 21 OXABACK 511 95 SE 
95,CN,A K STAMPING SHANGHAI COMPANY INC, 789 PUXING ROAD MINHANG SHANGHAI CHINA 201114 
95,CN,A K STAMPING SHANGHAI COMPANY INC, 789 PUXING ROAD SHANGHAI CHINA 201114 
,DE,A KAYSER AUTOMOTIVE SYSTEMS GMBH,HULLERSER LANDSTR 43 EINBECK 37574 DE 
96,TW,A KRAFT TOOLS MANUFACTURING CO LT, D NO 21-1 LANE 557 JHONG JHENG RD 1 F WUFENG DIST 41359 TW 
96,TW,A KRAFT TOOLS MANUFACTURING CO LTD, NO 21 1 LANE 557 ZHONGZHENG RD WUFENG DIST 
,JP,A KUARTET GIDA PAZARLAMA IC VE DIS,MANSUROGLU MAH ANKARA CAD NO:81/4 BAYRAKLI 35 35000 TURKIYE 
,IT,A L B A SRL, 87/R VIA BORZOLI GENOVA GE GE 16153 IT 
,IT,A L B SPA,LOCALITA MONTE DI DEU 
,IN,A L COLDFORGE PVT LTD, E 23 FOCAL POINT PHASE IV LUDHIANA 141010 PUNJAB INDIA 
97,GP,A L F UNO S P A,VIA SAN PIO X 17 FRANCENIGO DI GAIARINE 31018 TREVISO TV ITALY 
97,FR,A L F UNO S P A,VIA SAN PIO X 17 
97,FR,A L F UNO SPA,VIA S PIO X 17 31010 FRANCENIGO DI GAIARINE TV ITALY 
,FR,A L F UNO SPA,ITALY 31010 FRANCENIGO DI GAIARINE TV VIA S PIO X 17 
,CN,A L GLOBAL TRADE CO LTD,UNIT 2505 25F THE SUNS GROUP CENTRENO 200 GLOUCESTER ROAD WANCHAI HONG KONG 999077 
,IT,A L I DI LIVINIO CORRADI,AEREOMARE LOGISTICA INTERNAZIONALE VIA ASMARA 3/C CARGO VILLAGE 56121 - PISA 
,IN,A L PAPER HOUSE LLP NEAR TEMPO STAND SHIKARPURA, ROAD SHANGANER 
,IN,A L PAPER HOUSE LLP SANGANER NEAR TEMPO STAND SHIKARPURA, ROAD 302029 JAIPUR IN 
,DE,A LANDERER GMBH & CO,KG HEINZ-LANDERER-STRASSE 1 
,CO,A LAUMAYER & CA EXPORTADORES DE CAF E S A,C ARRERA 64D 103FF 24 B ELLO C O 
98,CO,A LAUMAYER & CIA EXPORTADORES,DE CAFE SA NIT 890 900 115-1 CARRERA 64D NUMERO 103FF-24 PHONE:2671647 FAX:4380973 
98,CO,A LAUMAYER CIA EXPORTADORES DE,CAFE SA NIT 890 900 115 1 CARRERA 64D NUMERO 103FF-24 PHONE:2671647 FAX:4380973 
98,CO,A LAUMAYER Y CIA EXPORTADORES DECAFE S A,S NIT - 890 900 115-1CRA64D NO 103FF-24 TEL 2671647FAX 4380973 MEDELLIN - COLOMBIA 
,CO,A LAUMAYER Y COMPANIA EXPORTADORES,CARRERA 64D 103 FF 24 MEDELLIN ANT 050023 COLOMBIA 
99,CN,A LIFE ARTS & CRAFTS, RM 803 CHEVALIER HOUSE 45-51 CHATHAM RD SOUTH 
99,CN,A LIFE ARTS & CRAFTS CO LTD, RM 803 CHEVALIER HOUSE 45-51 HONG KONG 999077 HK 
,CA,A LINE GREETING CARDS,30 SINCLAIR BLVD 
,CN,A LITE INDUSTRIAL CO LTD, NO 13 BOAI ROAD HENGJIANG DANZAO TOWN NANHAI DISTRICT FOSHAN CITY GUANGDONG CHINA POST CODE 528216 
,IT,A M A SPA,VIA PUCCINI 28 
,BR,A M C TEXTIL LTDA, RODOVIA ANTONIO HEIL KM 5 ITAIPAVA CNPJ 75 364 570 000755 
100,NL,A M CARGO BARCELONA SL,A206 TERMINAL CARGA AEROPUERTO EL PRAT DE LLOBREGAT 08820 
100,IT,A M CARGO BARCELONA SL,A206 TERMINAL CARGA AEROPUERTO EL PRAT DE LLOBREGAT 08820 
100,GB,A M CARGO BARCELONA SL,A206 TERMINAL CARGA AEROPUERTO EL PRAT DE LLOBREGAT 08820 
,PT,A M DE ALMEIDA E SILVA & FILHO LD,RUA DONA MATILDE 14 
,IT,A M GEARS SRL, VIA TUBERTINI 10 40054 BUDRIO BO 
,IN,A M GLASS INTERNATIONAL OPP RASNA TALKIES BARI KA NAGLA BY PASS, ROAD 
,IL,A M HAEMEK SNACKS LTD,1 HASHAMISH STREET MIGDAL HAEMEK 2310002 IL 
,IL,A M HATIFAY HAEMEK LTD,SAGI 2000 INDUSTRIAL PARK MIGDAL HAEMEK 3658400 IL 
,PT,A M J GALOS LDA,RUA RAINHA SANTA ISABEL N 300 GALEGOS SANTA MARIA SANTA MARIA PA 
,SA,A M J GENERAL TRADE LLC,OFFICE NO 01 1ST FLOOR SHOP NO 36 FRUITS AND VEGETABLE MARKET AL AWEER DUBAI U A E P O BOX 6010 T +971 4 547 6899/+971 54 350 500 
101,PK,A M MERCHANDISING PVT LTD, PLOT NO:H-160 Z-60 & Z-61 SITE PHASE II SUPER HIGHWAY MALIR GADAP 
101,PK,A M MERCHANDISING PVT LTD, PLOT NO H 160 Z 60 AND Z 61 SITE PHASE II SUPER HIGHWAY MALIR 
102,PK,A MAJEED AND SONS D,264 K D A SCHEME NO 1 KARACHI PAKISTAN KARACHI PKPK
102,PK,A MAJEED AND SONS D,264 K D A SCHEME NO 1 KARACHI PAKISTAN KARACHI PK PK
102,PK,A MAJEED ANDSONS D,264 K D A SCHEME NO 1 KARACHI PAKISTAN KARACHI PKPK
102,PK,A MAJEEDAND SONS D,264 K D A SCHEME NO 1 KARACHI PAKISTAN KARACHI PK PK
,DE,A MANNESMANN MASCHINENFABRIK GMBH BLIEDINGHAUSER, STR 27 
103,CN,A MAX INC,NO 52 LANE 480 SEC 2 FENG SHIH RD FENG YUAN CITY TAIWAN 420 
103,CN,A MAX INC,NO 52 LANE 480 SEC 2 FENG SHIH ROAD FENG YUAN CITY TAIWAN 420 
103,CN,A MAX INC, NO 52 LANE 480 SEC 2 FENG SHIH ROAD FENG YUAN YUAN 33548 TW 
103,CN,A MAX INC, NO 52 LANE 480 SEC 2 TWTXG 99999 TW 
,IL,A MESHI COSMETIC INDUSTRIES, SHIMON HBURSKAI 8 BAT YAM 57504 IL 
,CN,A MODE LIMITED, ROOM 2005 20 F LAURELS INDUSTRIAL CENTRE 32 TAI YAU STREET SAN PO KONGKOWLOON HONG KONG 
104,AU,A N COOKE MANUFACTURING CO PTY LTD, 53 SHEEHAN ROAD HEIDELBERG WEST VIC 3081 AU 
104,AU,A N COOKE MFG CO PTY LTD, 53 SHEEHAN RD HEIDELBERG WEST 3081 AU 
104,EH,A N COOKE MFG CO PTY LTD, 53 SHEEHAN RD HEIDELBERG WEST 3081 AU 
,IN,A N G EXPORT,70 73 SEC-29 PART-II HUDA PANIPAT-132104 
105,HK,A N INTERNATIONAL SHOP, NO 85F SARASWATI VIHAR 
105,na,A N INTERNATIONAL SHOP, NO 85F SARASWATI VIHAR 
,PK,A N LEATHER GLOVES TRADE DOBURJI MALLIAN DASKA, ROAD SIALKOT PB 51310 PAKISTAN 
,IN,A N S 127/C VARDHAMAN CHAMBER KALYAN, STREET MASJID EAST 
,IN,A N S 127/C VARDHAMAN CHAMBER KALYAN,DHL ISC O/B A N S 127/C VARDHAMAN CHAMBER KALYAN STREET MASJID EAST MUMBAI - 400 009 INDIA --
,HK,A N S 127/C VARDHMAN CHAMBER KALYAN, STREET MASJID EAST 
106,PK,A N SOURCING ANGORA TEXTILE MILLS 15KM SHAHPUR MULTAN, ROAD LAHORE LAHORE PK 
106,PK,A N SOURCING ANGORA TEXTILE MILLS 15KM SHAHPUR MULTAN, ROAD LAHORE PK 
,PK,A N T GLOVES INTERNATIONAL BUTT, ROAD SHAHAB PURA SIALKOT-PAKISTAN 
,TW,A O K INDUSTRIAL CORP, TAIPEI WORLD TRADE CENTER 4F-16 NO 5 SEC 5 SHIN-I ROAD TAIPEI TAIWAN 
,TW,A O KINGDOM INTERNATIONAL CO LTD, NO 101 SHENNONG RD CHANGZHI TOWNSHIP PINGTUNG COUNTY TAIWAN TEL:+886-7-5538466 ; FAX:+886-7-5229016 
,CN,A O SMITH CHINA ENVIRONMENTAL P,66 LIXING ROAD LISHUI ECONOMIC DEV
,CN,A ONE CHINA CO LTD, RM 19C LOCKHART CTR 301-307 LOCKHART RD WAN CHAI HONG KONG HKG 
,CN,A ONE GROUP,HOLDINGS LTD 12/F HENLEY BUILDING SUITE NO 76 26 5 QUEEN S ROAD CENTRAL CENTRAL 
,PK,A ONE TEXTILE & TOWEL INDUSTRIES B,43 ESTATE AVENUE S I T E KARACHI PAKISTAN
,CN,A ONE TOYS CO LTD, ROOM 407 4/F LIPPO SUN PLAZA 28 C ANTON ROAD TSIM SHA TSUI KOWLOON HONGKONG 
107,CN,A ONE TRADERS CO LTD, ROOM A215 BUILDING A NO 66 HUANGBI AN SOUTH RD GUANGDONG CHINA 
107,CN,A ONE TRADERS CO LTD, ROOM A215 BUILDING A NO 66HUANGBIAN SOUTH RD HELONG ST BAIYUN DISTRICT GUANGZHOU CHINA 
107,CN,A ONE TRADERS CO LTD, ROOM A215 BUILDING A NO 68 HUANGBIASHANGHAI CHINA 
107,CN,A ONE TRADERS CO LTD, ROOM A215 BUILDING A NO 66HUANGBIA N SOUTH RD HELONG STBAIYUN DISTRICTGUANGZHOU CHINA 
107,CN,A ONE TRADERS CO LTD, ROOM A215 BUILDING A NO 66 HUANGBIAN SOUTH RD 
,IT,A P A C SRL, VIA DELL ARTIGIANATO 54 36045 LONIGO 34 IT 
,TH,A P FROZEN FOODS CO LTD, 21/49 50 THAI WAH TOWER 17TH FLOOR SOUTH SATHORN ROAD THUNGMAHAMEK SATHORN BANGKOK 
,IL,A P I CHURI DISTRIBUTION LTD,2 HAPRAT YAVNE M 81227 ISRAEL 
,IT,A P I S R L, VIA CAMILLO HAYECH 6 
,GU,A P SHIPPING CORP,1900 INWOOD DRIVE FORT WAYNE IN 46815 
,TH,A P V INTERTRADE CO LTD, 1111/59 BANKRANGMUANG LADPRAO RD CHANKASEM CHATUCHAK BANGKOK 10900 THAILAND 10900 
,HK,A PARTNER LIMITED, UNIT 1205 MILLENNIUM CITY 3 370 KWUN TONG ROAD KWUN TONG HONG KONG 
,CN,A PEACH CHINA, RM C211-C215 BLDG 2 NO 18 JINOU EAST RD CHEN BIAN CUN NANCUN PANYU GUANG ZHOU CHINA 
,CN,A PEACH CHINA, RM C211-C215 BLDG 2 NO 18 JINOU EAST RD CHEN BIAN CUN NANCUN 
,DE,A PETERSEN COLLECTION & CRAFT APS,KLOEVERMARKSVEJ 70 AMAGER 
108,TH,A PLA HIGHTECH CO LTD, 216/41 M 6 BUNG SRIRACHA CHONBURI 20230 THAILAND TEL NO 0-3834-00 75-8 TAX ID 02055470123 20230 
