index,group,shipper_name,first3_addresses,set,Latitude,Longitude
714273,,JAMES MCWHIRTER ANTIQUES,11 LANGTON STREET,test,0.0,0.0
134712,,JAMES MEIER,AUF DER HOLL 18 SCHROLLBACH 66879 DE,test,49.452291009693,7.489032003791
193110,,JAMES MERLIN LOWENBERG DEBOER,COBBLER S COTTAGE 60 UPPER BAR NEWPORT STAFFORDSHIRE TF10 7EJ UNITED KINGDOM UK,val,52.76611050254,-2.376770033677
251794,,JAMES MICHAEL GARDNER 13D LILY COURT,2-8 LILY STREET TAI HANG HONG KONG CN,val,22.279365897309,114.192721123897
163866,,JAMES MICHAEL KIMBERLEY,1 WITHINGTON COURT WITHINGTON LEIGH STAFFORDSHIRE ST10 4GZ,test,52.915176405998,-1.951983730286
251795,,JAMES MICHAEL RD,3220 BLOCK 332 VILLA 953 BUASLARAH MANAMA BAHRAIN,test,26.2326905,50.578107
324852,,JAMES MICHAEL RUSSELL,SVANEHOLMSGATAN 5 N,val,56.257841506162,12.98424066649
24826,,JAMES MICHAEL WARD,44 YEW TREE ROAD WALTON LIVERPOOL MERSEYSIDE,val,53.455082910813,-2.964875624964
692185,,JAMES MILES GASSAWAY,BARBASQUILLO- MANTA PASAPORTE 545167893,test,-0.945502696545,-80.743615958968
39508,,JAMES MINTERN,FLAT 48 ALWEN COURT 6 PAGES WALK SE1 4GU LONDON,val,51.495822515104,-0.080906990953
61347,,JAMES MONROE COX JR,707 E 7TH ST APT 1 SOUTH BOSTON MA 02127 617 606-0759,val,42.332291572409,-71.031955926379
266428,,JAMES MONTGOMERY KNIGHT,76 LITTLE PRINCESS HILL,val,0.0,0.0
706975,,JAMES MORRIS DILLMAN,09 RUE DES VALLIERES VOURLES 69390 FR,test,45.663488006994,4.778790969764
200492,,JAMES MORRISON,SCHILLERSTRASSE 48 71106 MAGSTADT 71106 GERMANYDE MAGSTADT 71106,test,48.738540983171,8.970357034807
589663,,JAMES MOSES,CEDAR HEIGHTS,val,38.88113,-104.9056161
178393,,JAMES MUDGE FURNITURE STUDIO CC,7 TRANSVAAL STREET PAARDEN EILAND 7405 CAPE TOWN; 7 TRANSVAAL STREET PAARDEN EILAND CAPE TOWN 7405 SOUTH AFRICA,val,-33.914281504189,18.47392716374
134713,,JAMES MWANGI NJAU,51634,test,18.7834641,-99.917461
354306,,JAMES MYRON,CONTANT 71,val,18.32551,-64.79236
178394,,JAMES NATASHA,BLDG 282 APT A1 92655 GRAFENWOEHR GERMANY,val,49.740680899739,11.850697528501
156670,,JAMES NATHAN TIEDEMANN,IM WINKEL 2,val,47.470943692,8.211232905
229854,,JAMES NATHANIEL NARES,RED BARN HOUSE STOUKE P81 K379 BALLYDEHOB IRELAND COUNTRY CORK IRELA IRELAND,test,51.543639302973,-9.46757538685
684887,,JAMES NEAL HARRIGAN,CALLE SERRANO 42 PISO 3 MADRID SPAIN,val,40.426287315984,-3.687481928471
273655,,JAMES NEIL ALDEN,AGS RELOCATIONS JLT P O BOX 27049 DUBAI UAE DUBAI AE US,test,25.2674058,55.2926806
39509,,JAMES NEVESHA HANJIN BESTPAC CO LTD,302 NAMYONGDONG BLDG 85-3 GALWOL-DONG,test,32.902285,74.907211
596981,,JAMES NORDEN,17-19 DARTMOUTH PARK AVE LONDON NW5LONDON NW51JL GB,val,51.56084839793,-0.142689580164
24827,,JAMES NORTONBASSETT,69 SWINDON GB,test,51.5584209,-1.7820356
288481,,JAMES PATRICK BEARROW,3114 FANATEER AL JUBAYL 35814 01 JUBAIL SAUDI ARABIA MOB 966507008130,test,27.161547,49.5698309
493870,,JAMES PATRICK CALLAHAN,HAUPTSTR 37A WEILERBACH 67685 DE,val,49.480415126546,7.633611225109
317678,,JAMES PATRICK GILMARTIN,KAFERHOLZSTRASSE 58 CH 8057 ZURICH SWITZERLAND,val,47.402615736892,8.531781494865
244481,,JAMES PATRICK O BRIEN C/O GD TANRISE SOUTHGATE,NO A11 JL NANGKA SRUNI GEDANGAN SIDOARJO,val,-7.398392,112.7226775
178395,,JAMES PATRICK PETER RICHARDSON WORLD FOOD PROGRAM,1 ORABY STREET MAADI CAIRO EGYPT,test,29.962632455446,31.265543057603
721682,,JAMES PATRICK WALSH C/O PT CITRA NU KAWASAN INDUSTRI GUDANG TAMAN TEKNOBLOK,F2 NO 1SEKTOR XI BUMI SERPON G DAMAI TANGERANG ID,test,-6.292039474546,106.647115417368
10267,,JAMES PAUL WARD 54B SHILOH,AVENUE 92655 GRAFENWOHR TOWER BARRACKS DE GERMANY TEL +49 152 56860737,val,49.7214887,11.9028844
39510,,JAMES PAULLEY,13 LONDON GB,val,51.5001524,-0.1262362
427796,,JAMES PAYNE,37 TRASTON CLOSE NEWPORT WALES NP19 4TG UK,val,51.572908196399,-2.957320512718
486488,,JAMES PEMBERTON,3146 RODERICK CIR ORLANDO FL 32824 407 617-7477,val,28.362092998979,-81.327195959784
486489,,JAMES PHILIPS,BOCKSTANZ 4 ZARRENTIN AM-,val,53.612767003296,10.996590010355
332229,,JAMES PHILLIP GREEN,PO BOX 25612 ST CROIX VI,val,17.735613395812,-64.74793575083
215145,,JAMES PICKERSGILL,AIREDALE INTERNATIONAL AIR CONDITIONING LTD LEEDS GB,test,53.800718584,-1.550268141
90517,,JAMES POOLE,14 HIGHGROVE GARDENS EDWALTON NOTHINGHAM NG12 4DF UNITED KINGDOMGB EDWALTON NG12 4DF,val,52.913881401957,-1.121304184721
156671,,JAMES PRESNEIL,UNIT 2 68 JOSEPHSON STREET,test,0.0,0.0
281114,,JAMES PRESTON HANJIN BESTPAC CO LTD,302 NAMYONGDONG BLDG 85-3 GALWOL-DONG YONGSAN-KU SEOUL,test,37.54286,126.97337
479210,,JAMES PRODUCTS LIMITED,UNIT 1 CHURCH CLOSE INDUSTRIAL ESTATE,test,13.220614,79.12705
295897,,JAMES R L,ANDBOROUGH 271 LEEWARD HIGHWAY PROVIDENCIALS TKCA-IZZ TURKS CAIC,val,21.8050339,-72.1568841
361635,,JAMES RANDOLPH THOMAS JR,22 SING MING LANE 06-76,test,0.0,0.0
251796,,JAMES RANDY C/O 3S LOGISTIS CO LTD,D-2011 TOWER PALACE 56 EONJU-RO GANGNAM-GU SEOUL,val,37.4951,127.06278
582376,,JAMES RATZ,LADINACH 165,test,46.8529031,12.9300389
405755,,JAMES RAY LAMBERT,KIRCHBUNDTENSTRASSE 18 ETTINGEN B ASEL-LANDSCHAFT SWITZERLAND TELEX : 4107,val,47.480849655103,7.549461502372
200493,,JAMES RENHARD,11 ARGYLE AVENUE MANCHESTER GB,val,53.456903879278,-2.210816229792
17635,,JAMES RICHARD GILL,2 CHURCH LANE BRAMSHELL UTTOXETER STAFFORDSHIRE ST14 5BQ GB,val,52.896743385539,-1.911942875903
376416,,JAMES RICHARDE TRUSCOTT HOUSE,59 WONG CHUK YEUNG VILLAGE SHATIN HONG KONG POSTAL CODE:000000PASSPORT NO :643039989,test,22.397069778478,114.177362459794
288482,,JAMES RICHARDSON HAMILTON,155 EASTPORT BLVD HAMILTON ONTARIO CA L8H 7S3,test,43.271232407201,-79.782946472886
413160,,JAMES RICHARDSON TBA,2800 ONE LOMBARD PLACE WINNIPPEG ONTARIO CA J3P 4R2,test,49.895423786453,-97.133907491947
523387,,JAMES RILEY,34 QUINTON CLOSE,val,0.0,0.0
574956,,JAMES RITCHIE STEVEN,7 DORA ROAD LONDON SW19 7EZ,val,51.428731205607,-0.20254299054
670280,,JAMES ROBER WARNER,82 FRANCHE COURT ROAD LONDON SW17 0JU,val,51.436264482996,-0.183112565513
618868,,JAMES ROBERT,43 CANE CARLTON ; KIRCHENSTRASSE 39A 54647 DUDELDORF GERMANY,val,49.974990012113,6.637778993062
32100,,JAMES ROBERT CLARK C/O,WORLDWIDE OVERSEAS MOVING SERVICE 8238 SWENSON WAY DELTA BRITISH COLUMBIA CANADA,test,49.15186930874,-122.940255069612
207895,,JAMES ROBERT LAYFIELD,TULA 69 CONDESA CUAUHTEMOC 06140 CIUDAD DE MEXICO MEXICO,val,19.411504831776,-99.180191588429
368959,,JAMES ROBERT WALLS,C/O EAST AND WEST EXPRESS RIYADH 11482 SAUDI ARABIA JAZEERA AL HAMRA RAS AL KHAIMAH,test,25.78953,55.9432
442494,,JAMES ROBERT WURSCHER,91 WEST COAST VALE 15-04 TWIN VIEW,test,-32.910727887838,18.75323858054
185690,,JAMES ROBERTSONPOJAMES,J K THOMSON MUSSELBURGH GB,val,55.9376,-3.0595
427797,356.0,JAMES ROBINSON SPECIALITIES LEVEL,1 PHOENIX TECH TOWERS SURVEY NO 1 IDA UPPAL; 1 PHOENIX TECHS PLOTNO14/46 SURVEY NO 1 IDA UPPAL,val,17.3934768,78.5596476
171072,356.0,JAMES ROBINSON SPECIALITIES PRIVATE LEVEL,1 PHOENIX TECH TOWERS SURVEY NO 1 IDA UPPAL,val,51.405509603864,-0.179583197543
383768,356.0,JAMES ROBINSON SPECIALITIES PVT LTD,LEVEL 1 PHOENIX TECH TOWERS SURVEY NO 1 IDA UPPAL,val,33.605182228426,-112.074364410748
324853,356.0,JAMES ROBINSON SPECIALITY,INGREDIENTS BV MILLENIUM TOWER OFFICE 12 15 RADARWEG 29 AMSTERDAM NX 1043 NL,val,52.39316451009,4.836944530176
231350,,NTS TECHNOLOGY CO LTD,2 F NO 50-5 KEYAN RD ZHUNAN TOWNSHIP MIAOLI 35053 TW,test,24.707477015773,120.920899026525
92059,,NTSF SEAFOODS JOINT STOCK COMPANY,L THOT NOT INDUSTRIAL ZONE THOI THUA N WARD THOT NOT DISTRICT CAN THO CITY VIET NAM 084 ;  LOT C1 C2 C3 C4 C5 CAN THO 920 00 VN ;  LOT C1 C2 C3 C4 C5 THOT NOT I CAN THO CAN THO VIETNAM,val,10.23508,105.53173
333721,,NTSI NEW TECHNOLOGY SOLUTIONS GMBH,EINHORNSTRAE 9 KIRCHENTELLINSFRT DE,val,48.531868019389,9.140881993408
598420,357.0,NTSIKI BIYELA WINES,19 SOMERSET SERENO DERRICK DRIVE; 19 SOMERSET SERENO DERRICK DRIVE T/A ASLINA WINE; 48 SOMERSET SERENO DERRICK DR T/A ASLINA WINE,test,0.0,0.0
179852,357.0,NTSIKI BIYELA WINES PTY LTD,T/A A UNIT 19 SOMERSET SERENO DERRICK D RIVE,test,-34.104213656358,18.859464677111
11719,357.0,NTSIKI BIYELA WINES T/A ASLINA WINE,19 SOMERSET SERENO DERRICK DRIVE; 48 SOMERSET SERENO DERRICK DRIVE,test,-34.104213656358,18.859464677111
333722,,NTT ADVANCED TECHNOLOGY CORP,OPTICAL PRODUCTS BUSINESS UNIT NTT MUSASHINO R&D CENTER 3-9-11 MIDORI-CHO MUSASHINO-SHI TOKYO 180-0012 JP,test,35.719652881715,139.561692699586
554272,,NTT FACILITIES INC,GRANPARKTOWER 3-4-1 SHIBAURA MINATO-KU,val,35.643508613875,139.745437344418
532261,358.0,NTT MOULD,XINGU LANTIAN TECHNOLOGY ZONE TANGXIA YONG SONGGANG TOWN BAO AN DISTRICT SHENZHEN GUANGDONG CHINA ; XINGU LANTIAN TECHNOLOGY ZONE TANGXIA YONG SONGGANG TOWN BAO AN SHENZHEN GUANGDONG CHINA,test,22.54554,114.0683
4450,358.0,NTT MOULD CO LTD,1/F BLK A3 SONGGANG ROAD XINGFU LANTIAN TECH ZONE ;  BLOCK A1 XINGFU LANTIAN TECHNOLOGY ZONE TANGXIA YONG SONGGANG TOWN BAO AN DISTRICT ;  GUIHUA RD #2 TANGXIAYONG THIRD IND USTRIAL YANLUO STREET SHENZHEN 518000 CN,test,22.57917,113.87583
231351,,NTTPON CO LTD,1F NO 3 ALY 9 LN 251 SEC 3 ZHONGXIAO E RD DAAN DIST,val,25.04176474304,121.54157533705
436507,359.0,NTV VN IMPORT & EXPORT CO LTD,NO 50/2 HT31 STREET HIEP THANH WARD DISTRICT 12 HOCHIMINH ;  NO 50/2 HT31 STREET HIEP THANH WARD DISTRICT 12 HOCHIMINH CITY ;  NO 50/2 HT31 STREET HIEP THANH WARD DISTRICT 12 HOCHIMINH CITY VIET NAM,val,10.876593,106.642154
679130,359.0,NTV VN IMPORT & EXPORT COMPANY,LIMI NO 50/2 HT31 STREET HIEP THANH WARD DISTRICT 12 HOCHIMINH CITY VIET NAM 084 ;  LIMI NO 50/2 HT31 STREET HIEP THANH WARD DISTRICT 12 HOCHIMINH CITY VIET NAM FDA NUMBER 19 084 ;  NO 50/2 HT31 STREET HIEP THANH WARD DISTRICT 12 HOCHIMINH VIET NAM FDA NUMBER: 19860932326,val,10.8631481,106.6547118
99425,360.0,NTWALICE CO LTD,KIGALI - RWANDA TEL: +250 788 524 743 ;  KIGALI-RWANDA TEL: +250 788 524 743,val,-1.9449562,30.0620453
114273,360.0,NTWALICE LTD NTWALICE COMPANY LT,KIGALI - RWANDA TEL : +250 788 524 743,val,-1.9449562,30.0620453
480654,,NTZ TRANSPORT LTD,8 PLISKA STR VARNA 9000,test,43.199019766186,27.917005752764
715783,361.0,NU AFRICA DUTY FREE,2A COODE CRESCENT TABLE BAY HARBOUR PORT OF CAPE TOWN,val,-33.91752565598,18.672596084156
693690,361.0,NU AFRICA DUTY FREE SHOPS PTY,L 2A COODE CRESCENT CAPE TOWN 8000,val,-33.910621571737,18.423578412307
289931,362.0,NU AGENCIES COPSE,DRIVE VILLIERS COURT MERIDEN,val,41.537589,-72.8011
458689,362.0,NU AGENCIES LIMITED,COPSE DRIVE VILLIERS COURT MERIDEN,val,41.537589,-72.8011
657199,,NU CENTRE TECHNOLOGY CO,NO 375 ZI-LI RD WU-CHI DIST TW,val,24.241628020183,120.526080960653
414682,,NU CORK PRODUCTS P LTD,E 370 RIICO INDL AREA BHIWADI 301019 RAJASTHAN INDIA BHIWADI 301019 IN ; E-370 RIICO INDUSTRIAL AREA PHASE 1BHIWADI RAJASTHAN 301019 IN ; E-370 RIICO INDUSTRIAL AREA PHASE-1 BHIWADI-301019 RAJASTHAN INDIA TIT NO 08624200651 BHIWAID 301019 IN,val,28.1893,76.8181
539589,,NU ER T SRL,VIA CODIS 5 A ;  VIA CODIS 5/A,test,45.874538490595,-65.828023610333
701029,,NU ERA LOGISTICS INC,6299 AIRPORT RAOD STE 600 MISSISSUAGA ON L4V 1N3,val,43.690516787437,-79.6232897414
715784,,NU FIBRE HK LIMITED,NO 383 HENNESSY ROAD WANCHAIWAH HENCOMMERCIAL CENTRE RO HONG KONG HK ;  ROOM 14B 14/F WAH HEN COMMERCIAL ;  ROOM 14B 14/F WAH HEN COMMERCIAL CENTRE NO 383 HENNESSY ROAD WANC HAI HONG KONG,val,22.279139041099,114.1799503724
458690,,NU IRON UNLIMITED,CARIBBEAN DRIVE POINT LISAS INDUSTRIAL ESTATE,test,5.996643,116.123169
238622,,NU LIFT EQUIPMENT CO LTD,27 BEI DA JIE STREET ;  BLOCK 2303 HUI LI GUANGCHANG NO 27 BEI DA JIE STREET WUXI JIANGSU P R CHINA 214043 ;  BLOCK 2303 HUI LI GUANGCHANG NO 27 BEI DA JIE STREET WUXI JIANGSU P R CHINA 214043 JIANGSU CN,val,31.56887,120.28857
444003,,NU LIGHT INTERNATIONAL LIMITED,11F -3 NO 159 SEC 1 HSIN TAI WU RD SHI JR DIST NEW TAIPEI CITY TW ;  12 F-7 NO 159 SEC 1 XINTAI 5TH RD XIZHI DIST NEW TAIPEI CITY T W ;  12F-7 NO 159 SEC 1 XINTAI 5TH RD XIZHI DIST NEW TAIPEI CITY TW,val,25.062486112613,121.653788500304
341104,363.0,NU LOOK KOREA CO LTD,3F 145 JONGAMOR SUNGBUKGU SEOULKR ;  3F 145 JONGAMRO SUNGBUKG SEOUL KR ;  3F 145 JONGAMRO SUNGBUKGU SEOUL KOR,val,37.566,126.9784
421943,363.0,NU LOOK KOREA LLC,B202 307 JEONGNEUNG-RO SEONGBUK-GU SEOUL KOREA,val,37.60069,127.01618
495280,,NU LOOK LTD,RM 308 3/F WING ON PLAZA 62 MOD Y ROAD TSIMSHATSUI EAST KOWLOON HONG KONG,val,22.296575620909,114.176446317777
355836,,NU MEAT TECHNOLOGY INC,124 TICES LANE UNIT F BRUNSWICK NJ 08816 UNITED STATES,test,40.45445000774,-74.406870973486
554273,364.0,NU MEGA INGREDIENTS NZ LIMITED,100 MOORHOUSE AVENUE ADDINGTON CHRISTCHURCH ;  100 MOREHOUSE AVENUE ADDINGTON CHRISTCHURCH,test,-43.540312118614,172.624406829767
289932,364.0,NU MEGA INGREDIENTS PTY LTD,39 PINNACLE ROAD ;  39 PINNACLE ROAD ALTONA NORTH AU ;  39 PINNACLE ROAD ALTONA NORTH VIC 3025 AUSTRALIA,test,-37.837940234615,144.817177674182
333723,,NU POWER WORKSHOP,RM B 7 /FL HONG NING COURT 55 HONG NONG ROAD KWUN TONG KOWLOON HONG KONG ;  RM B 7/F HONG NING COURT 55 HONG NING ROAD ;  RM B 7F HONG NING COURT 55 HONG NING ROAD KWUN TONG KOWLOON HONG KONG CN,val,22.315446553899,114.223335522331
451342,,NU SKIN ARGENTINA INC,SUCURSAL ARG ENTINA CUIT 30690833030 PIEDRAS 975 DEPTO A CABA C1070AAS AR,val,-34.619437691113,-58.377419336875
48309,,NU SKIN BEAUTY AND WELLNESS CO LTD,NO 29 PLANT LONGYANG INDUSTRIAL ZO NO 1515 NORTH YUANDONG ROAD,val,0.0,0.0
708466,365.0,NU SKIN CHILE ENTERPRISES LTDA,ALONSO DE CORDOVA 5320 OF 102 N A LAS CONDES SANTIAGO CL,val,-33.406406107082,-70.574262761778
576469,365.0,NU SKIN ENTERPRISES CHILE LTDA,AVENIDA ALONSO DE CORDOVA 5320 LOC LAS CONDES REGION METROPOLITANA DE SANTIAGO CL,val,-33.406406107082,-70.574262761778
569124,,NU SKIN ENTERPRISES VIETNAM LLC,2ND FLOOR 280 NAM KY KHOI NGHIA STREET VO THI SAU WARD DISTRICT 3 HO CHI MINH CITY VN,val,10.788634908753,106.685563841223
392731,,NU SKIN PERU SAC,AV ANTONIO MIROQUESADA NRO 410 MAGDALENA DEL MAR LIMA PE,test,-12.099426791189,-77.04393767839
392732,,NU SPORT CO LTD,11F-1 NO 57 FUXING NORTH RD SONG ;  11F-1 NO 57 FUXING NORTH RD SONGSH AN DIST TAIPEI CITY 10595 TAIWAN ;  11F-1 NO 57 FUXING NORTH RD SONGSH AN DIST TAIPEI CITY 10595 TAIWAN CONTACTMELODY,val,25.050433019665,121.544302991379
583840,,NU STYLE MANUFACTURING CO LTD,58 YAN QIAO ROAD SUITE 402 PUDONG SHANGHAI CHIPOSTAL CODE:200125 S HANGHAI CN ;  58 YAN QIAO ROAD SUITE 402 PUDONG SHANGHAI CN,val,31.2246,121.64131
642553,,NU TEC SPECIALITY PRODUCTS,2720 COUCH RD,val,0.0,0.0
480655,,NU U NUTRITION LTD,UNIT 1 PLATINUM ROAD MANCHESTER GTM M41 7LJ UNITED KINGD,test,53.464549516078,-2.334184768765
407264,,NU VIEW CONSTRUCTION,PETER KEMP P O BOX EL-26088 ELEUTHERA BS ; PETER KEMP P O BOX EL-26088 ROCK SOUND,val,60.143996165,-1.170564431
715785,,NU VUE INDUSTRIES OF P R INC,PO BOX 10087 GUAYNABO PR 009220087,val,18.412094995571,-66.100240976596
465953,366.0,NU WASS INSTRUMENTS & CONTROLS CO,5F 06 NO 5 SEC 5 HSIN-YI ROAD ; 5F-06 NO 5 SEC 5 HSIN-YI ROAD TAIPEI 11011 TW ; 5F-06 NO 5 SEC 5 HSIN-YI ROAD TAIPEI CITY 110 TW,test,25.033182979111,121.562327016873
414683,366.0,NU WASS INSTRUMENTS CONTROLS CO,5F 06 NO 5 SEC 5 HSIV YI ROAD,test,0.0,0.0
620362,,NUA ROOTS LDA,AV MANUEL ALVES MAGALHAES 3 SANFINS DO DOURO SANFINS DO DOURO,test,41.294948634367,-7.518847695364
701030,367.0,NUADI EUROPE S L,POL IND ARAZURI-ORCOYEN - CALLE D ES - 31170 ; POL IND ARAZURI-ORCOYEN CALLE D ES - 31170 ; POLIGONO ARAZURI-ORCOYEN C/D NO2,test,42.816842730537,-1.705519818564
473312,367.0,NUADI EUROPE SL,NUADI EUROPE SL POLIGONO IND ARAZURI - ORCOYEN C ALLE D 2 ; PI ARAZURI ORCOYEN CD N2 ; POL IND ARAZURI-ORCOYEN - CALLE D ES - 31170,test,42.814326189838,-1.70898632226
341105,,NUALIGHT LIMITED,18A SOUTH RING BUSINESS PARK KINSA LE ROAD,val,48.779029392152,2.024966836977
444004,,NUANCES GOURMANDES,10 RUE DU VENT VENT ; ZA DE CROIX FORT 10 RUE DU VENT SAINT MEDARD D AUNIS 17220 FR,test,46.138279990357,-1.003830973526
377913,,NUANJIA JIANGSU FURANCE CO LTD,NO 116-5 YOUYI NORTH ROAD BUYI ZOUQU TOWN CHANGZHOU JS CHINA 213141,test,31.77359,119.95401
473313,368.0,NUANS CELIK KAPI SISTEMLERI SAN VE TIC LTD,STI YALI MAH ZIYA GOKALP CAD NO 9/1 MALTEPE-ISTANBUL TEL 0 216 352 5060,test,40.916198785843,29.135337187506
620363,368.0,NUANS KAPI SISTEMLERI SANAYI VE TICARET LIMITED,SIRKETI YALI MAH ZIYA GOKALP CAD NO 9/1 MALTEPE/IST VERGI DAIRESI KUCUKYALI VKN,test,40.916198785843,29.135337187506
370421,,NUANSA TARU BALI CV JL KEMBANG MATAHARI I,NO 83,val,50.4029261,30.5152455
355837,,NUANXIN INDUSTRIAL HK CO LTD,UNIT B 22 F ARTHUR COMMERCIAL BUIL DING NO 33ARTHUR STREET HONGKONG CN ;  UNIT B 22 F ARTHUR COMMERCIAL BUILDING NO 33 ARTHUR STREET HONG KONG CN ;  UNIT B 22/F ARTHUR COMMERCIAL BUILDING NO 33 ARTHUR STREET,test,22.311047228198,114.170425512907
92060,,NUARD LLC,SHENGAVIT FRUNZE STREET 10/1 BUILD YEREVAN ER 0061 ARMENIA,val,40.173966,44.502747
48310,,NUBA COMPANY,TEKSTIL SAN VE TIC L AKCESME MH 2052 SK NO:3/1MERKEZEF ENDI / DENIZLI,val,37.821835287764,29.067319132885
253273,,NUBA SCREENING MEDIA S L,C/JPLASENCIA 35 P I LAS NIEVES,val,40.351917792687,-3.877123528889
627729,,NUBAO GIFTS CO LTD,RM 1202 12/F TUNG CHUN COMMERCIAL CENTRE 438-444 SHANGHAI STREET KOWLOON HONGKONG ;  RM 120212 F TUNG CHUN COMMERCIAL CENTER 438-444 SHANGHAI STREET KOWLOON HONGKONG,val,22.315331260821,114.169111901042
62797,369.0,NUBE DI NICOLI A C SNC,VIA DON L MERONI 87 FIGINO SERENZA ITALY FIGINO SERENZA IT,val,45.718808608791,9.142985263745
583841,369.0,NUBE DI NICOLI ANTONIO AND C SNC,VIA DON L MERONI 47,val,45.785528025209,9.273121408466
649866,370.0,NUBE PRODUCTION WUXI LIM,NO 18 ANTAI NO 2 ROAD XISHAN DISTR ICT,val,25.05,102.49682
275117,370.0,NUBE PRODUCTION WUXI LIMITED,NO 18 ANTAI 2 ROAD XISHAN DISTRICT WUXI JIANGSU PROVINCE CHINA ;  NO 18 ANTAI NO 2 ROAD WUXI 214000 CN ;  NO 18 ANTAI NO 2 ROAD XISHAN DIST RICT,val,31.56887,120.28857
598421,,NUBE SNC,VIA DON LUIGI MERONI 87 FIGINO SERENZA 22060 IT,test,45.718808608791,9.142985263745
202016,,NUBEOCHO P,S L ABADA 2 4 8 ;  S L C/GRAN VIA 69 4O 413 ;  S L CL GRAN VIA 69 4-13,test,40.963590862678,-5.661460443242
136197,,NUBES CO LTD,258 SUNGSEO-RO DALSEO-GU DAEGU ;  258 SUNGSEO-RO DALSEO-GU DAEGU SOU TH KOREA TEL 82 53 615 2060,val,35.82569,128.52403
458691,,NUBLE LTD,FRICK FARM LEWES BN8 4LY GB,test,50.974630704603,0.015521692119
231352,,NUBOON CO LTD,984/79 NORTH KLONGTON WATTANA BANGKOK 10110 THAILAND ;  984/79 SUKHUMVIT 71 NORTH KLONGTON WATTANA BANGKOK 10110 THAILAND ;  984/79 SUKHUMVIT 71 NORTH KLONGTON WATTANA BANGKOK THAILAND 10110,val,13.711781480215,100.596576212252
495281,,NUBORI SL,CALLE VELAZQUEZ 146 5 OFICINA 502 28002 MADRID,val,40.442781392691,-3.682448763252
253274,371.0,NUC ELECTRONICS CO,280 NOWONRO BUKGU DAEGU BUSAN KR,test,35.9,128.59175
84664,371.0,NUC ELECTRONICS CO LTD,280 NOWONRO BUKGU DAEGU 41548 R O KOREA TEL 82- 0 53-665-5035 FAX 82- 0 53-353-0438 ;  280 NOWONRO BUKGU DAEGU 702-858 KR ;  280 NOWONRO BUKGU DAEGU R O KO REA ZIP 41548 TEL 82- 0 53-665-5 035 FAX 82- 0 53-353-0438,test,35.9,128.59175
114274,,NUCAFE PLOT,35 JINJA ROAD COFFEE HOUSE SUITE 2 7/2 9 SECOND FLOOR P O BOX 34967 KAMPALA - UGANDA FLO ID 3631,val,0.32545,32.60655
377914,,NUCERA SOLUTIONS FRANCE SARL,16-18 RUE DE LONDRES,val,51.51279,-0.09184
165324,,NUCHAREE NASSIRI,87 LONDON GB,test,51.5001524,-0.1262362
576470,,NUCLEAR FIELDS INTERNATIONAL BV,AKKERVOORTWEG 5 5827 AP VORTUM-MULLEM NL,test,51.621864713552,5.979027536688
77354,,NUCLEAR FUEL INDUSTRIES LTD,33-5 TSURUMI-CHUO 4-CHO-ME TSURUMI-KU YOKOHAMA-SHI KANAGAWA 230-0051 JAPAN ; 4-33-5 TSURUMI CHUO TSURUMI-KU YOKOHAMA-SHI KANAGAWA 230-0051 JAPAN ; SUMITOMO CORPORATION ON BEHALF OF NUCLEAR FUEL INDUSTRIES LTD 2-3-2 OTEMACHI CHIYODA-KU TOKYO,val,35.506218655736,139.677337147145
591163,,NUCLEAR FUELS CORP,OF SA C//O N12 & HIMA RD SUURBEKOM WESTONARIA 1780 ;  OF SA C/O N12 & HIMA RD SUURBEKOM WESTONARIA 1780 ;  OF SA PT C/O N12 & HIMA RD SUURBEKOM WESTONARIA 1780,test,-26.3219645,27.6527504
179853,,NUCLEAR INDUSTRIAL YANTAI TONCIN GROU,SONGSHAN C DISTRICT ECONOMIC DEVE LOPMENT ZONEQIXIA CITY SHANDONG QIXIA CN,test,37.30553,120.82747
605652,,NUCLEAR SHIELDS B V,AKKERVOORTWEG 29 VORTUM-MULLEM AP 5827 NL,val,51.622480029064,5.978378777382
664536,,NUCLEON XINXIANG CRANE CO LTD,CRANE MACHINERY INDUSTRIAL PARK CH ANGYUAN CN,val,29.40499,105.58827
451343,,NUCLEUS,36 BIJAL PARK MEMNAGAR AHMEDABAD IN,val,23.05613480185,72.535871096205
231353,,NUCLEUS COFFEE TOOLS PTY LTD,68 WOLLONGONG ST FYSHWICK CANBERRA AU,test,-35.324134172557,149.179714615075
282613,,NUCLEUS INTERNATIONAL CARGO,KINGSWICK HOUSE KINGSWICK DRIVE ASCOT BERKSHIRE SL5 7BH GB,val,51.404687213434,-0.652242238006
4451,372.0,NUCLEUS INTERNATIONAL INC,CHARLCOMBE GROVE FARM,test,52.7699374,-1.6553405
216669,372.0,NUCLEUS INTERNATIONAL LTD,CHARLCOMBE GROVE FARM BATH BA1 9BQ ; CHARLCOMBE GROVE FARM CHARLCOMBE LONDON GB,test,51.4118632122,-2.371059023948
267899,,NUCLEUS ULTRASCHALL GMBH,32 TICHAUER WEG DUSSELDORF NW 40231 DE,val,51.21880371646,6.831717037983
510118,,NUCLEUS WAREHOUSE,NO 9 KAREE STREET BRACKENFELL CAPE TOWN 7560 ZA,val,-33.863801735949,18.679802148923
